symbol,address,outgoing_volume,rank
USDT,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1531119380230.1782,1
USDT,0x06cff7088619c7178f5e14f0b119458d08d2f5ef,997718565884.6226,2
USDT,0x28c6c06298d514db089934071355e5743bf21d60,955529098515.7781,3
USDT,0xd226997439ecfbeff8e110c8c78c8a7eefd19f89,359086762000.15826,4
USDT,0x23878914efe38d27c4d67ab83ed1b93a74d4086a,239649702202.94247,5
USDT,0x5754284f345afc66a98fbb0a0afe71e0f007b949,238248661891.0332,6
USDT,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,204882637829.44,7
USDT,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,192001505471.89096,8
USDT,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,181109650671.6638,9
USDT,0x21a31ee1afc51d94c2efccaa2092ad1028285549,172234697677.6363,10
USDT,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,169049562966.48212,11
USDT,0x9696f59e4d72e237be84ffd425dcad154bf96976,162889908678.568,12
USDT,0x559432e18b281731c054cd703d4b49872be4ed53,162659738570.04608,13
USDT,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,160706905237.61304,14
USDT,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,151651039958.66498,15
USDT,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,139847659629.19452,16
USDT,0x11b815efb8f581194ae79006d24e0d814b7697f6,136783610157.58206,17
USDT,0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828,122710009025.642,18
USDT,0x3b98b9e9cb75c1cb1729aab8f09ced2936505e4f,117210424425.17589,19
USDT,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,107769934787.29349,20
USDT,0x1f2f10d1c40777ae1da742455c65828ff36df387,105012236452.54373,21
USDT,0x000000000004444c5dc75cb358380d2e3de08a90,97819605393.05823,22
USDT,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,96457832810.0403,23
USDT,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,92534295979.73718,24
USDT,0xf977814e90da44bfa03b6295a0616a897441acec,90231597254.89537,25
USDT,0x5041ed759dd4afc3a72b8192c143f72f4724081a,85482939200.4531,26
USDT,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,83787086322.01428,27
USDT,0x51c72848c68a965f66fa7a88855f9f7784502a7f,80189332760.5547,28
USDT,0x18709e89bd403f470088abdacebe86cc60dda12e,79121114740.91832,29
USDT,0x52aa899454998be5b000ad077a46bbe360f4e497,73301818034.55122,30
USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,71941645626.90765,31
USDT,0xa03400e098f4421b34a3a44a1b4e571419517687,65904549526.09472,32
USDT,0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,65784181068.82421,33
USDT,0xf89d7b9c864f589bbf53a82105107622b35eaa40,65250820560.77863,34
USDT,0x9008d19f58aabd9ed0d60971565aa8510560ab41,64086351110.54361,35
USDT,0xaa8ba7d4611437141192e7ceced531bc0a133efb,62395313892.1491,36
USDT,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,61897219876.13237,37
USDT,0xed0c6079229e2d407672a117c22b62064f4a4312,59053936176.29661,38
USDT,0xc333e80ef2dec2805f239e3f1e810612d294f771,54368866272.5212,39
USDT,0x0d0707963952f2fba59dd06f2b425ace40b492fe,50667850361.570625,40
USDT,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,50328331374.0331,41
USDT,0x18e296053cbdf986196903e889b7dca7a73882f6,48839798411.34778,42
USDT,0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,44469407287.26341,43
USDT,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,44141735752.73208,44
USDT,0xb0a27099582833c0cb8c7a0565759ff145113d64,43725094019.047935,45
USDT,0x6c96de32cea08842dcc4058c14d3aaad7fa41dee,42239664981.657646,46
USDT,0x46340b20830761efd32832a74d7169b29feb9758,41726894202.00073,47
USDT,0x6e2743c18690d05dd2ea1ecb7fe86322fcd6e491,41724179475.416725,48
USDT,0x14681e4e26f1b5b5774ae3b7f694ff08bbbeb65c,37945420534.58384,49
USDT,0x5a52e96bacdabb82fd05763e25335261b270efcb,36971925303.88554,50
USDT,0xad6eaa735d9df3d7696fd03984379dae02ed8862,36203218968.33404,51
USDT,0xc9f93163c99695c6526b799ebca2207fdf7d61ad,35137755075.56459,52
USDT,0xb99a2c4c1c4f1fc27150681b740396f6ce1cbcf5,34006407781.560394,53
USDT,0xef686ec84eea2eae6f59cbc704d05b939f8fb385,33787349517.325497,54
USDT,0x17dc4d78e8abca9408c43541beb3c8215655403a,32764290143.171528,55
USDT,0x3a61da6d37493e2f248a6832f49b52af0a6f4fbb,32487652161.36378,56
USDT,0x3a3c006053a9b40286b9951a11be4c5808c11dc8,29193238139.198063,57
USDT,0xba12222222228d8ba445958a75a0704d566bf2c8,28996680581.656033,58
USDT,0xa29e963992597b21bcdcaa969d571984869c4ff5,28416964163.87007,59
USDT,0xa3c9204c856ba6c5c56e32bfc44b4c8203fea930,27686067016.1574,60
USDT,0x1601843c5e9bc251a3272907010afa41fa18347e,27361931871.38153,61
USDT,0xe7df13b8e3d6740fe17cbe928c7334243d86c92f,27114412314.08798,62
USDT,0xcffad3200574698b78f32232aa9d63eabd290703,26796991300.595955,63
USDT,0x742d35cc6634c0532925a3b844bc454e4438f44e,26698490577.278946,64
USDT,0x6aea888bcf4fd52213e9d03e7c69a45d98b35065,25316169548.839417,65
USDT,0xd51a44d3fae010294c616388b506acda1bfaae46,24158573918.557495,66
USDT,0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,24032014475.574448,67
USDT,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,23821152895.368107,68
USDT,0x5141b82f5ffda4c6fe1e372978f1c5427640a190,23725656948.942406,69
USDT,0x564286362092d8e7936f0549571a803b203aaced,23219284324.263382,70
USDT,0xd551234ae421e3bcba99a0da6d736074f22192ff,22812767420.718334,71
USDT,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,22722959574.66942,72
USDT,0xbf3f6477dbd514ef85b7d3ec6ac2205fd0962039,22579030401.593964,73
USDT,0x220bda5c8994804ac96ebe4df184d25e5c2196d4,21762619821.023556,74
USDT,0xe0e0e08a6a4b9dc7bd67bcb7aade5cf48157d444,21719550963.988235,75
USDT,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,21393865471.4004,76
USDT,0x00000000032962b51589768828ad878876299e14,20784403064.98233,77
