month,symbol,token_volume,raw_transfer_count,transfer_count,genius_excluded_transfer_count,genius_qualifying_transfer_volume,genius_dust_filter_applied,active_addresses,newly_adopted_addresses,average_transfer_size,volume_per_active_address,transfers_per_active_address
2024-05-01,BRZ,6422297.803917117,129,129,0,6422297.803917117,False,41,15.0,49785.254293931146,156641.409851637,3.1463414634146343
2024-06-01,BRZ,3718737.33207156,134,134,0,3718737.33207156,False,40,21.0,27751.77113486239,92968.433301789,3.35
2024-07-01,BRZ,3275505.34800442,147,147,0,3275505.34800442,False,36,14.0,22282.349306152515,90986.25966678944,4.083333333333333
2024-08-01,BRZ,8205844.400930037,178,178,0,8205844.400930037,False,47,20.0,46100.24944342717,174592.4340623412,3.7872340425531914
2024-09-01,BRZ,2538456.037862288,108,108,0,2538456.037862288,False,34,16.0,23504.22257279896,74660.471701832,3.176470588235294
2024-10-01,BRZ,7563036.840860091,170,170,0,7563036.840860091,False,59,39.0,44488.45200505936,128187.06509932358,2.8813559322033897
2024-11-01,BRZ,612418.88725443,83,83,0,612418.88725443,False,50,29.0,7378.5408102943375,12248.3777450886,1.66
2024-12-01,BRZ,1363841.66665148,94,94,0,1363841.66665148,False,44,27.0,14508.953900547658,30996.401514806363,2.1363636363636362
2025-01-01,BRZ,4735759.774917519,414,414,0,4735759.774917519,False,112,84.0,11439.033272747629,42283.569418906416,3.6964285714285716
2025-02-01,BRZ,4421794.126684771,772,772,0,4421794.126684771,False,95,62.0,5727.712599332604,46545.2013335239,8.126315789473685
2025-03-01,BRZ,1354553.8489982127,94,94,0,1354553.8489982127,False,44,14.0,14410.14732976822,30785.31474995938,2.1363636363636362
2025-04-01,BRZ,2606397.36097341,85,85,0,2606397.36097341,False,37,13.0,30663.498364393057,70443.17191820027,2.2972972972972974
2025-05-01,BRZ,889742.2222179524,87,87,0,889742.2222179524,False,21,3.0,10226.922094459223,42368.67724847392,4.142857142857143
2025-06-01,BRZ,140341.28170284,33,33,0,140341.28170284,False,24,6.0,4252.766112207273,5847.553404285,1.375
2025-07-01,BRZ,4223556.72851178,45,45,0,4223556.72851178,False,19,7.0,93856.81618915066,222292.45939535683,2.3684210526315788
2025-08-01,BRZ,4912263.394953315,58,58,0,4912263.394953315,False,18,7.0,84694.19646471232,272903.52194185083,3.2222222222222223
2025-09-01,BRZ,134568.0732,54,54,0,134568.0732,False,19,9.0,2492.0013555555556,7082.5301684210535,2.8421052631578947
2025-10-01,BRZ,365368.77155597,23,23,0,365368.77155597,False,23,3.0,15885.598763303044,15885.598763303044,1.0
2025-11-01,BRZ,166516.6188995,32,32,0,166516.6188995,False,28,11.0,5203.644340609375,5947.0221035535715,1.1428571428571428
2025-12-01,BRZ,86374.2896,22,22,0,86374.2896,False,11,4.0,3926.104072727273,7852.208145454546,2.0
2026-01-01,BRZ,67821.0,30,30,0,67821.0,False,13,5.0,2260.7,5217.0,2.3076923076923075
2026-02-01,BRZ,87621.64,26,26,0,87621.64,False,12,4.0,3370.063076923077,7301.803333333333,2.1666666666666665
2026-03-01,BRZ,1370600.1808665306,22,22,0,1370600.1808665306,False,23,7.0,62300.008221205935,59591.31221158829,0.9565217391304348
2026-04-01,BRZ,361481.092058564,44,44,0,361481.092058564,False,32,21.0,8215.479364967365,11296.284126830125,1.375
2026-05-01,BRZ,65528.13576041687,29,29,0,65528.13576041687,False,20,6.0,2259.590888290237,3276.4067880208436,1.45
2026-06-01,BRZ,84687.95513462259,62,62,0,84687.95513462259,False,43,26.0,1365.9347602358482,1969.4873287121534,1.441860465116279
2019-11-01,DAI,1108439134.853176,66316,65026,1290,1108439134.1792872,True,6457,6457.0,17046.091320076386,171664.72585615242,10.07062103143875
2019-12-01,DAI,795709648.9082234,158230,155660,2570,795709647.1672695,True,22943,19737.0,5111.8440650601915,34682.022791623735,6.7846401952665305
2020-01-01,DAI,1455899478.0368948,282552,276353,6199,1455899474.7914362,True,38470,30289.0,5268.2600687940285,37845.060515645826,7.183597608526124
2020-02-01,DAI,3605903612.273504,449078,438153,10925,3605903607.913126,True,51577,36525.0,8229.781852259659,69913.01572936587,8.495123795490239
2020-03-01,DAI,2646707454.327278,467411,453944,13467,2646707449.220807,True,54808,35455.0,5830.471267867418,48290.53157070643,8.282440519632171
2020-04-01,DAI,1669802318.3997524,321959,311545,10414,1669802313.238397,True,47325,30808.0,5359.746788548675,35283.72569254627,6.583095615425251
2020-05-01,DAI,1647941311.398428,264550,256938,7612,1647941308.2701359,True,58872,41749.0,6413.770280262694,27991.93693773658,4.364349775784754
2020-06-01,DAI,2118390541.2834315,319337,310625,8712,2118390538.4162116,True,70943,46450.0,6819.768332929454,29860.458978101175,4.378515145962251
2020-07-01,DAI,13457907980.959568,549804,534328,15476,13457907976.166864,True,100475,67180.0,25186.604438035934,133942.8512660818,5.318019407812889
2020-08-01,DAI,12355001851.14551,555441,525521,29920,12355001846.548613,True,107344,70830.0,23510.005968455327,115097.27466039565,4.8956718586972725
2020-09-01,DAI,24984635774.026768,644548,611877,32671,24984635768.720234,True,120582,80142.0,40832.774836642384,207200.37629187416,5.074364332985023
2020-10-01,DAI,9230095093.80377,470210,461578,8632,9230095090.192741,True,120687,71614.0,19996.826300631186,76479.61332872447,3.8245875694979574
2020-11-01,DAI,12440091341.904387,537536,528407,9129,12440091337.20527,True,120243,70908.0,23542.631602543628,103457.92554996454,4.394492818708781
2020-12-01,DAI,15975439510.690712,795063,786671,8392,15975439505.285265,True,147833,90623.0,20307.650218814808,108064.09604547505,5.321349089851386
2021-01-01,DAI,36820923238.61851,895179,885948,9231,36820923235.90606,True,177623,114835.0,41561.04335232548,207298.17218839063,4.987800003377941
2021-02-01,DAI,70510764984.97731,563246,556931,6315,70510764983.59926,True,164663,111624.0,126605.92601884122,428212.5613220779,3.382247377978052
2021-03-01,DAI,30670700087.08256,499996,494483,5513,30670700085.49462,True,142782,91009.0,62025.792768395724,214807.8895594862,3.463202644591055
2021-04-01,DAI,51045713164.19331,496804,491584,5220,51045713162.98387,True,147969,92802.0,103839.2485576908,344975.7257546737,3.3222093816948144
2021-05-01,DAI,91309346103.21332,673081,667623,5458,91309346102.04538,True,142007,81896.0,136767.82570709125,642991.867324944,4.701338666403768
2021-06-01,DAI,57677121821.20939,660046,654817,5229,57677121818.061554,True,142258,63912.0,88081.28350067508,405440.2692376484,4.60302408300412
2021-07-01,DAI,47757565140.52452,506406,502561,3845,47757565137.12898,True,100880,50406.0,95028.39483590845,473409.6465159052,4.981770420301348
2021-08-01,DAI,34987157828.87192,425255,423204,2051,34987157827.72657,True,94575,47352.0,82672.08681327816,369940.8705141096,4.474797779540047
2021-09-01,DAI,37730786384.29369,363469,361635,1834,37730786383.27441,True,86876,46173.0,104333.890202205,434306.2109707364,4.162657120493577
2021-10-01,DAI,56643301550.40023,386088,384449,1639,56643301549.275604,True,91106,51781.0,147336.32172089303,621729.6506311354,4.219798915548921
2021-11-01,DAI,53088355335.23275,349688,348242,1446,53088355334.744705,True,97836,59451.0,152446.7334059209,542625.9795497848,3.5594464205404965
2021-12-01,DAI,227454948918.92975,337933,336368,1565,227454948918.28372,True,90491,46433.0,676208.6432665525,2513564.320417829,3.7171431413068703
2022-01-01,DAI,51858948600.71264,276519,275059,1460,51858948600.22425,True,66972,32251.0,188537.5450366076,774337.7620604527,4.107074598339604
2022-02-01,DAI,36912200426.173935,236466,235168,1298,36912200425.74693,True,63772,31053.0,156960.98289625687,578815.1606688505,3.6876372075519037
2022-03-01,DAI,37249731850.88832,285972,284403,1569,37249731850.06177,True,80163,40630.0,130975.17202723518,464674.873082199,3.54780883948954
2022-04-01,DAI,33746943301.134945,230208,228778,1430,33746943300.449764,True,63790,30594.0,147509.5651699454,529031.8749198142,3.5864242044207555
2022-05-01,DAI,74936152796.50418,326111,324142,1969,74936152795.90117,True,78781,35288.0,231183.1012207649,951195.7552773408,4.11446922481309
2022-06-01,DAI,100606921711.6848,344236,342453,1783,100606921711.03186,True,78757,31658.0,293783.1518807891,1277434.662464096,4.348223015097071
2022-07-01,DAI,147245735763.29337,276427,274279,2148,147245735761.25653,True,65947,26865.0,536846.5531858309,2232788.9936356978,4.159082293356787
2022-08-01,DAI,241184905857.11847,316560,313630,2930,241184905854.9653,True,65419,26949.0,769010.9551221672,3686771.5167935686,4.794172946697443
2022-09-01,DAI,193353945916.18805,351346,349290,2056,193353945913.966,True,67623,26832.0,553562.7871223511,2859292.6358811064,5.1652544252695085
2022-10-01,DAI,81928607475.47232,240161,238426,1735,81928607473.50467,True,52523,22644.0,343622.790608007,1559861.5363835334,4.539458903718371
2022-11-01,DAI,111581860150.21857,388829,384339,4490,111581860142.95425,True,76891,35207.0,290321.4613738243,1451169.3195590975,4.998491370901666
2022-12-01,DAI,21271677448.555702,267933,253580,14353,21271677440.378124,True,68987,36087.0,83885.46983349683,308343.2740741836,3.675764999202748
2023-01-01,DAI,18208421001.884315,316133,286133,30000,18208420998.001347,True,80491,44051.0,63636.2146204784,226216.8565663778,3.554844641015766
2023-02-01,DAI,17669159180.872643,264641,222510,42131,17669159179.40684,True,75993,38168.0,79408.38245205538,232510.35201758903,2.9280328451304727
2023-03-01,DAI,49761081749.102036,367271,351175,16096,49761081745.511406,True,83086,40965.0,141698.81610453877,598910.5474941871,4.226644681414438
2023-04-01,DAI,18940252349.96216,176228,172587,3641,18940252348.3313,True,44425,18491.0,109743.2155859439,426342.2025877807,3.8849071468767584
2023-05-01,DAI,15265652182.786,172531,170057,2474,15265652181.741003,True,45259,22959.0,89767.8553763797,337295.3928011224,3.7574184140171014
2023-06-01,DAI,18855786110.55884,184699,178247,6452,18855786108.64161,True,60898,19295.0,105784.59165451092,309628.9879890775,2.926976255377845
2023-07-01,DAI,32687369214.433323,152307,145053,7254,32687369213.214943,True,40981,18650.0,225347.76401187803,797622.537625566,3.53951831336473
2023-08-01,DAI,27558992777.656284,168070,160958,7112,27558992776.606564,True,42845,19398.0,171218.53388217153,643225.41201205,3.7567510794725174
2023-09-01,DAI,27277816024.975136,146164,141243,4921,27277816023.25381,True,38213,15256.0,193126.8524688219,713836.0250431825,3.6962028629000603
2023-10-01,DAI,68817115581.10857,187612,181670,5942,68817115579.54361,True,40964,17529.0,378802.86001840484,1679941.30409893,4.434869641636559
2023-11-01,DAI,91017922943.06302,165616,160627,4989,91017922942.06995,True,37339,15457.0,566641.4920410014,2437610.0844442276,4.3018559682905275
2023-12-01,DAI,80417892367.66246,194198,188651,5547,80417892366.76079,True,38730,16603.0,426278.64345675765,2076372.124132777,4.870926930028402
2024-01-01,DAI,163261365942.9262,240769,234346,6423,163261365941.11258,True,42830,18105.0,696668.0290728776,3811846.0411610133,5.4715386411393885
2024-02-01,DAI,117248095559.32524,172313,168521,3792,117248095558.12506,True,35332,15420.0,695747.684609782,3318467.552341369,4.769642250650968
2024-03-01,DAI,113519820097.32999,213703,210404,3299,113519820096.4367,True,40756,18490.0,539532.6139067542,2785352.343147757,5.162528216704289
2024-04-01,DAI,384269643863.5973,204765,202330,2435,384269643861.4981,True,36271,15140.0,1899222.2797484214,10594404.45158935,5.578285682776874
2024-05-01,DAI,231200548559.31995,195969,193857,2112,231200548556.74826,True,33792,14043.0,1192634.5118141118,6841872.294013966,5.736772017045454
2024-06-01,DAI,228574043341.23615,162744,160848,1896,228574043339.30713,True,31502,13246.0,1421056.173152959,7255858.146823571,5.105961526252301
2024-07-01,DAI,317288935156.3948,200397,197268,3129,317288935154.29626,True,32811,14774.0,1608415.633322669,9670200.09010377,6.012251988662339
2024-08-01,DAI,466501174018.2344,269145,262828,6317,466501174009.5787,True,43403,18510.0,1774929.5128737374,10748132.018944183,6.055526115706288
2024-09-01,DAI,205028553937.82404,180557,175726,4831,205028553934.2242,True,33359,15692.0,1166751.3853056703,6146124.102575738,5.267723852633472
2024-10-01,DAI,106947288133.32202,157496,153517,3979,106947288128.81999,True,31448,14841.0,696647.8509143612,3400765.967098767,4.88161409310608
2024-11-01,DAI,120169044650.69388,198961,196418,2543,120169044648.93901,True,36354,16274.0,611802.6079531357,3305524.691937445,5.402926775595533
2024-12-01,DAI,85616450892.92622,208616,206280,2336,85616450891.52403,True,38255,17772.0,415049.6940640102,2238046.0303993262,5.392236308979219
2025-01-01,DAI,87010253527.81691,189735,186330,3405,87010253525.6772,True,32730,15297.0,466968.5693429786,2658425.100147171,5.692942254812099
2025-02-01,DAI,128745642872.40675,312917,299698,13219,128745642866.49937,True,42881,23490.0,429584.5913769841,3002393.667881037,6.989062755066346
2025-03-01,DAI,180863037961.81903,380238,357589,22649,180863037952.14374,True,47717,25209.0,505784.6800436919,3790327.0943650906,7.493953936752101
2025-04-01,DAI,220074650258.30783,347716,310565,37151,220074650247.03568,True,42780,21379.0,708626.697300197,5144334.975650019,7.25958391771856
2025-05-01,DAI,261475921832.98013,322519,300709,21810,261475921801.0637,True,40157,21675.0,869531.4134298065,6511341.0322728325,7.488333291829569
2025-06-01,DAI,228601958681.7497,311433,281611,29822,228601958651.6959,True,40802,23840.0,811765.0185954948,5602714.5405065855,6.901892064114504
2025-07-01,DAI,151920734757.83908,355279,324072,31207,151920734722.5686,True,50297,31894.0,468786.9816663229,3020473.0850316933,6.443167584547786
2025-08-01,DAI,72513916450.52716,466844,408365,58479,72513916378.80676,True,64040,40569.0,177571.33049797794,1132322.2431375259,6.376717676452217
2025-09-01,DAI,70821730646.27104,445585,358280,87305,70821730592.45377,True,62792,40277.0,197671.45973108677,1127878.2431881616,5.705822397757676
2025-10-01,DAI,67520875508.23561,592242,499720,92522,67520875473.68558,True,78290,52444.0,135117.41670072355,862445.7211423632,6.3829352407714905
2025-11-01,DAI,61048490077.8634,588809,497950,90859,61048490011.85439,True,71686,45580.0,122599.63854172987,851609.6598758949,6.946265658566526
2025-12-01,DAI,55503383331.5526,847554,505011,342543,55503382983.99086,True,90619,67128.0,109905.29510048467,612491.6775902691,5.5729041371014905
2026-01-01,DAI,54159894190.39033,866282,510730,355552,54159893861.43084,True,135520,108974.0,106044.08172895823,399645.02796923206,3.768668831168831
2026-02-01,DAI,39252656500.07336,834630,598971,235659,39252656351.25559,True,114378,88074.0,65533.48384355101,343183.6235995852,5.236767560195142
2026-03-01,DAI,54623043961.580574,768848,547570,221278,54623043778.74484,True,120606,88245.0,99755.36238059946,452904.8634527351,4.540155547816858
2026-04-01,DAI,42787603475.31884,563680,438275,125405,42787603391.779335,True,98257,52787.0,97627.2965416219,435466.21080756426,4.460496453178909
2026-05-01,DAI,40845454456.360016,412880,308320,104560,40845454345.753235,True,66361,37313.0,132477.47257963556,615503.9022371576,4.646102379409593
2026-06-01,DAI,35370563024.03724,501405,386530,114875,35370562917.164635,True,52293,36448.0,91507.9370738743,676391.9267213057,7.391620293347102
2022-05-01,EURC,77.3,8,8,0,77.3,False,5,5.0,9.6625,15.459999999999999,1.6
2022-06-01,EURC,5936.82293,118,118,0,5936.82293,False,71,69.0,50.31205872881356,83.61722436619719,1.6619718309859155
2022-07-01,EURC,4664741.51239,1073,1073,0,4664741.51239,False,323,304.0,4347.382583774464,14441.924186965944,3.321981424148607
2022-08-01,EURC,101568648.004419,4107,4107,0,101568648.004419,False,1453,1375.0,24730.61797039664,69902.71713999931,2.826565726083964
2022-09-01,EURC,147886206.025963,3917,3917,0,147886206.025963,False,559,415.0,37754.967073260916,264554.9302790036,7.007155635062611
2022-10-01,EURC,196651805.82436,4885,4885,0,196651805.82436,False,656,447.0,40256.25503057523,299774.09424445126,7.446646341463414
2022-11-01,EURC,234841624.163114,3296,3296,0,234841624.163114,False,656,408.0,71250.49276793508,357990.2807364543,5.024390243902439
2022-12-01,EURC,36074156.835573,1317,1317,0,36074156.835573,False,420,225.0,27391.159328453305,85890.84960850715,3.1357142857142857
2023-01-01,EURC,36139539.577901,1440,1440,0,36139539.577901,False,391,204.0,25096.90248465347,92428.48996905626,3.682864450127877
2023-02-01,EURC,50239434.68538,1454,1454,0,50239434.68538,False,411,213.0,34552.56855940852,122237.0673610219,3.537712895377129
2023-03-01,EURC,198668540.242033,5984,5984,0,198668540.242033,False,1244,891.0,33199.95659124883,159701.39890838665,4.810289389067524
2023-04-01,EURC,119664556.496874,2317,2317,0,119664556.496874,False,688,397.0,51646.334267101425,173931.041419875,3.3677325581395348
2023-05-01,EURC,117389130.988756,1733,1733,0,117389130.988756,False,558,280.0,67737.52509449278,210374.78671820072,3.1057347670250897
2023-06-01,EURC,69547772.717977,1861,1861,0,69547772.717977,False,587,282.0,37371.18362062171,118480.02166605963,3.1703577512776833
2023-07-01,EURC,91420733.85774301,1862,1862,0,91420733.85774301,False,648,305.0,49098.13848428733,141081.37941009723,2.873456790123457
2023-08-01,EURC,98176130.42964499,1892,1892,0,98176130.42964499,False,589,299.0,51890.13236239164,166682.73417596772,3.2122241086587437
2023-09-01,EURC,39359554.456503,1618,1618,0,39359554.456503,False,633,330.0,24326.05343417985,62179.39092654502,2.5560821484992102
2023-10-01,EURC,81616576.682002,2495,2495,0,81616576.682002,False,682,361.0,32712.05478236553,119672.3998269824,3.658357771260997
2023-11-01,EURC,114171276.502864,2320,2320,0,114171276.502864,False,750,338.0,49211.75711330345,152228.36867048533,3.0933333333333333
2023-12-01,EURC,102103849.320898,3168,3168,0,102103849.320898,False,674,359.0,32229.750416950126,151489.39068382492,4.700296735905044
2024-01-01,EURC,58621104.69202,2771,2771,0,58621104.69202,False,719,394.0,21155.216417185133,81531.43907095966,3.853963838664812
2024-02-01,EURC,38122512.430993,2023,2023,0,38122512.430993,False,591,336.0,18844.543959956995,64505.09717596108,3.4230118443316413
2024-03-01,EURC,71365724.973965,2531,2531,0,71365724.973965,False,706,406.0,28196.651510851443,101084.59628040368,3.584985835694051
2024-04-01,EURC,79645779.166712,2080,2080,0,79645779.166712,False,784,398.0,38291.23998399615,101589.00403917347,2.6530612244897958
2024-05-01,EURC,43601603.59453,2794,2794,0,43601603.59453,False,766,446.0,15605.441515579814,56921.15351766319,3.647519582245431
2024-06-01,EURC,38411360.062987,2776,2776,0,38411360.062987,False,906,432.0,13836.945267646614,42396.644661133556,3.06401766004415
2024-07-01,EURC,93038140.54838,3626,3626,0,93038140.54838,False,775,451.0,25658.61570556536,120049.2136108129,4.678709677419355
2024-08-01,EURC,159300597.364499,4126,4126,0,159300597.364499,False,832,450.0,38608.96688427024,191467.06414002285,4.959134615384615
2024-09-01,EURC,209511713.212133,3811,3811,0,209511713.212133,False,865,494.0,54975.52170352479,242210.0730776104,4.405780346820809
2024-10-01,EURC,262237853.166621,3793,3793,0,262237853.166621,False,975,600.0,69137.3195799159,268961.90068371384,3.89025641025641
2024-11-01,EURC,390887992.19387907,4903,4903,0,390887992.19387907,False,1238,758.0,79724.24886679157,315741.5122729233,3.9604200323101777
2024-12-01,EURC,385421176.87969106,4948,4948,0,385421176.87969106,False,1374,853.0,77894.33647528113,280510.3179619294,3.601164483260553
2025-01-01,EURC,326324927.780547,6247,6247,0,326324927.780547,False,1632,1068.0,52237.06223476021,199953.99986553125,3.8278186274509802
2025-02-01,EURC,489909948.906657,7053,7053,0,489909948.906657,False,1545,902.0,69461.21493076095,317093.81806256116,4.56504854368932
2025-03-01,EURC,391273776.271964,12579,12579,0,391273776.271964,False,1953,1165.0,31105.316501467845,200344.99553095957,6.440860215053763
2025-04-01,EURC,914522366.36798,22307,22307,0,914522366.36798,False,2592,1702.0,40997.102540367596,352824.9870246836,8.606095679012345
2025-05-01,EURC,886803830.364277,17608,17608,0,886803830.364277,False,2661,1474.0,50363.68868493168,333259.61306436564,6.61706125516723
2025-06-01,EURC,563553562.024784,16426,16426,0,563553562.024784,False,2616,1396.0,34308.63034364933,215425.6735568746,6.279051987767584
2025-07-01,EURC,872172577.5313501,26953,26953,0,872172577.5313501,False,3786,2124.0,32359.016715443555,230367.82290843903,7.119123085050185
2025-08-01,EURC,943125095.061409,34744,34744,0,943125095.061409,False,4194,2515.0,27144.97740793832,224874.84383915333,8.284215546018121
2025-09-01,EURC,1020004147.459041,32772,32772,0,1020004147.459041,False,4270,2348.0,31124.256910137952,238876.84952202367,7.674941451990632
2025-10-01,EURC,1380743728.851488,42445,42445,0,1380743728.851488,False,5401,3043.0,32530.185624961436,255645.94127966824,7.8587298648398445
2025-11-01,EURC,1111151189.413093,34940,34940,0,1111151189.413093,False,5205,2747.0,31801.694030140043,213477.65406591605,6.712776176753122
2025-12-01,EURC,1806697997.893299,46545,46545,0,1806697997.893299,False,6048,3462.0,38816.15636251582,298726.520815691,7.6959325396825395
2026-01-01,EURC,1640337630.450527,65636,65636,0,1640337630.450527,False,8807,5656.0,24991.431995406896,186253.8469910897,7.4527080731236515
2026-02-01,EURC,1815213247.422766,82892,82892,0,1815213247.422766,False,11261,7199.0,21898.533603034863,161194.67608762684,7.3609803747446945
2026-03-01,EURC,2110084279.426284,81725,81725,0,2110084279.426284,False,9115,5050.0,25819.32431234364,231495.80684874207,8.96599012616566
2026-04-01,EURC,1908111547.2844353,57129,57129,0,1908111547.2844353,False,8230,4052.0,33400.05158998819,231848.30465181475,6.941555285540705
2026-05-01,EURC,1599968589.239122,52269,52269,0,1599968589.239122,False,7974,4317.0,30610.277396528,200648.18024067243,6.554928517682468
2026-06-01,EURC,1474125419.929257,69695,69695,0,1474125419.929257,False,9391,4843.0,21151.092903784447,156972.14566385443,7.421467362368225
2020-12-01,FRAX,248466990.39251667,11288,11261,27,248466990.3757941,True,1473,1473.0,22064.38063900134,168680.91676341934,7.644942294636795
2021-01-01,FRAX,901226867.43169,23816,23640,176,901226867.4009972,True,2239,1584.0,38122.963934052335,402513.11631607416,10.558284948637784
2021-02-01,FRAX,367386750.6993194,9531,9454,77,367386750.6977354,True,866,369.0,38860.45596548926,424234.1232093758,10.916859122401847
2021-03-01,FRAX,370596286.6341596,8141,8109,32,370596286.6007342,True,759,325.0,45701.84814412803,488269.1523506714,10.683794466403162
2021-04-01,FRAX,266295137.1371004,6263,6254,9,266295137.1258827,True,819,400.0,42579.97075885556,325146.6875910872,7.6361416361416365
2021-05-01,FRAX,594304660.6808442,10038,10027,11,594304660.668276,True,738,306.0,59270.435889924796,805290.8681312252,13.586720867208673
2021-06-01,FRAX,427505044.98070127,11306,11274,32,427505044.9557409,True,796,407.0,37919.55339327132,537066.6394229915,14.163316582914574
2021-07-01,FRAX,569560560.6322395,14949,14847,102,569560560.5486692,True,1133,613.0,38361.996399856485,502701.2891723208,13.10414827890556
2021-08-01,FRAX,811649261.075106,13287,13216,71,811649261.0016754,True,1222,576.0,61414.13899831079,664197.4313216907,10.815057283142389
2021-09-01,FRAX,566021704.8700296,10585,10550,35,566021704.86165,True,1120,505.0,53651.346432383885,505376.5222053835,9.419642857142858
2021-10-01,FRAX,1220554879.5891905,16690,16658,32,1220554879.5520968,True,2183,1350.0,73271.39389795274,559118.1308241825,7.63078332569858
2021-11-01,FRAX,2615006561.6385126,44881,44790,91,2615006561.53912,True,10358,8741.0,58383.71425628757,252462.49871003212,4.3241938598184975
2021-12-01,FRAX,3111855726.936297,27806,27774,32,3111855726.875579,True,4438,1595.0,112042.04388548927,701184.2557314774,6.258224425416855
2022-01-01,FRAX,6033214220.759313,31973,31903,70,6033214220.644993,True,5170,1709.0,189111.18768281958,1166966.0001468689,6.170793036750483
2022-02-01,FRAX,2641151235.7200546,19861,19818,43,2641151235.6301694,True,3241,1002.0,133270.32170906093,814918.6163900199,6.114779389077445
2022-03-01,FRAX,2587247546.8646746,21329,21279,50,2587247546.776316,True,3046,742.0,121586.895379309,849391.8407303593,6.985883125410374
2022-04-01,FRAX,3409900915.8918343,41099,40975,124,3409900915.737515,True,3361,1191.0,83219.05834624807,1014549.5138029855,12.191312109491223
2022-05-01,FRAX,6088230104.691495,38024,37956,68,6088230104.629143,True,3187,930.0,160402.31069209462,1910332.6340418872,11.909632883589582
2022-06-01,FRAX,2852181921.546412,23709,23654,55,2852181921.4783216,True,2525,712.0,120579.26445752606,1129576.9986322424,9.367920792079207
