month,transfer_count,transaction_count,raw_volume,token_volume,unique_senders,unique_receivers,active_addresses
2023-11-01,8,8,4515930616846140530563,4515.9306168461405306,3,3,5
2023-12-01,112,91,13695396376790675752635225,13695396.376790675753,23,21,27
2024-01-01,378,291,34777839138446991386991291,34777839.138446991387,48,46,52
2024-02-01,16743,14536,867327777977437056688715730,867327777.97743706,2598,2784,2792
2024-03-01,23404,15821,2407434175861663670861202713,2407434175.86166367,1849,1964,2151
2024-04-01,63245,37258,7235790056601857723662726613,7235790056.60185772,2850,2902,3233
2024-05-01,36188,18775,4411810792345137626454915095,4411810792.34513763,1308,1317,1518
2024-06-01,31687,15338,7644116670208079709517067131,7644116670.20807971,1050,1180,1369
2024-07-01,26369,14692,3067312702698851360288333875,3067312702.69885136,998,1243,1418
2024-08-01,27226,15329,3001826167553457370621450583,3001826167.55345737,1148,1502,1682
2024-09-01,16523,9697,1306583649023959363850486569,1306583649.02395936,1064,1532,1640
2024-10-01,20722,10698,2367102735771230416582532650,2367102735.77123042,1470,2137,2346
2024-11-01,30439,14363,4722998162743019851333286553,4722998162.74301985,1644,2530,2664
2024-12-01,29455,14879,4374686785805691193299321022,4374686785.80569119,1437,2507,2730
2025-01-01,30997,14015,4070555594888818220563355256,4070555594.88881822,1442,2373,2706
2025-02-01,60511,32338,5199754858561210155838824078,5199754858.56121016,3643,4245,4799
2025-03-01,85714,38078,6094741571462973436955705987,6094741571.46297344,2421,3707,3950
2025-04-01,71345,32472,3627057802209976884081228044,3627057802.20997688,1798,1888,2177
2025-05-01,70852,32699,6624439259715623694488976222,6624439259.71562369,2190,2180,2492
2025-06-01,49670,21487,35240516264421260979133164788,35240516264.42126098,1724,1752,1994
2025-07-01,88054,40763,44124873233386635251435695257,44124873233.38663525,2118,2211,2491
2025-08-01,174291,77464,29704265018397666628142022585,29704265018.39766663,3275,3325,3655
2025-09-01,177206,80248,24730978230311679026163244324,24730978230.31167903,3671,3844,4208
2025-10-01,190786,87200,13898018314687506656161150393,13898018314.68750666,3636,3817,4185
2025-11-01,119534,57505,6497103119141864731617817610,6497103119.14186473,2496,2556,2877
2025-12-01,103326,48574,5433354431945530683414157352,5433354431.94553068,2014,2098,2399
2026-01-01,125395,57853,5672406146360702968566615057,5672406146.36070297,2498,2723,3270
2026-02-01,130513,59132,4321858303877097991545637861,4321858303.87709799,2215,2112,2624
2026-03-01,145158,67619,3571227809976973661686122480,3571227809.97697366,2066,2116,2520
2026-04-01,168440,79018,9914183038358130213432734689,9914183038.35813021,1722,2553,2860
2026-05-01,140361,70423,4893923201003782523361592272,4893923201.00378252,1345,1948,2182
2026-06-01,141575,64128,3396806531393602496492185666,3396806531.39360250,1415,1945,2119
