month,newly_adopted_addresses
2018-09-01,33
2018-10-01,239
2018-11-01,1607
2018-12-01,1468
2019-01-01,892
2019-02-01,1408
2019-03-01,1664
2019-04-01,2587
2019-05-01,6657
2019-06-01,6738
2019-07-01,6562
2019-08-01,6438
2019-09-01,5896
2019-10-01,8433
2019-11-01,7654
2019-12-01,8557
2020-01-01,12639
2020-02-01,15484
2020-03-01,17180
2020-04-01,20587
2020-05-01,23986
2020-06-01,26497
2020-07-01,34212
2020-08-01,42054
2020-09-01,51583
2020-10-01,113468
2020-11-01,165275
2020-12-01,109105
2021-01-01,92889
2021-02-01,99939
2021-03-01,130108
2021-04-01,186531
2021-05-01,124110
2021-06-01,140369
2021-07-01,103754
2021-08-01,93044
2021-09-01,110751
2021-10-01,106485
2021-11-01,106872
2021-12-01,121281
2022-01-01,82137
2022-02-01,71478
2022-03-01,72342
2022-04-01,55296
2022-05-01,70039
2022-06-01,62017
2022-07-01,70721
2022-08-01,87495
2022-09-01,94786
2022-10-01,62650
2022-11-01,89595
2022-12-01,66297
2023-01-01,76981
2023-02-01,59824
2023-03-01,86308
2023-04-01,48503
2023-05-01,44972
2023-06-01,59611
2023-07-01,74008
2023-08-01,49135
2023-09-01,48638
2023-10-01,63368
2023-11-01,58891
2023-12-01,84783
2024-01-01,85802
2024-02-01,73768
2024-03-01,95141
2024-04-01,93840
2024-05-01,94653
2024-06-01,80446
2024-07-01,78310
2024-08-01,75888
2024-09-01,72694
2024-10-01,93564
2024-11-01,93940
2024-12-01,123561
2025-01-01,139580
2025-02-01,153802
2025-03-01,134621
2025-04-01,122219
2025-05-01,140839
2025-06-01,151132
2025-07-01,166143
2025-08-01,270926
2025-09-01,280871
2025-10-01,271589
2025-11-01,251236
2025-12-01,251437
2026-01-01,306418
2026-02-01,261169
2026-03-01,314657
2026-04-01,257227
2026-05-01,273601
2026-06-01,251594
