size_bucket,transfer_count,bucket_volume
<0.01,52,0.080708635834710464000000000000000000
0.01-0.1,58,2.49995933653663691400
0.1-1,154,70.32950641343401418000
1-10,503,1991.30148013537971631100
10-100,1302,52302.7003504732645795
100-1000,2258,1006926.2009816631201181
1000-10000,5127,21354971.2586379108904111
10000-100000,8537,295470635.5510143455135808
100000-1000000,2130,594772071.518306033948
1000000-10000000,334,907653111.334664056121
>=10000000,14,205457668.547623956922
