size_bucket,transfer_count,bucket_volume
<0.01,172,0.328656227533845516000000000000000000
0.01-0.1,304,7.08670457600221071700
0.1-1,486,221.26489320504341872200
1-10,2174,9668.49398534646366921900
10-100,5585,210049.5129021543346572
100-1000,6601,2581530.6458075626754138
1000-10000,7242,27754764.9074061966552658
10000-100000,9056,345220476.0957464506919986
100000-1000000,7375,2594451007.364058793213
1000000-10000000,2875,7159228824.227546323334
>=10000000,113,2042608356.099900268301
