month,size_bucket,transfer_count,bucket_volume
2023-02-01,1-10,4,10.00000000000000000000
2023-02-01,100000-1000000,1,500000.000000000000
2023-02-01,>=10000000,1,24499999.000000000000
2023-03-01,1-10,6,25.49800000000000000000
2023-03-01,10-100,9,251.2600000000000000
2023-06-01,0.1-1,1,0.59081100000000000000
2023-06-01,1-10,1,1.1851830000000000
2023-06-01,10-100,3,45.5198830000000000
2023-06-01,100-1000,2,710.3976500000000000
2023-06-01,1000-10000,2,14207.9530000000000000
2023-08-01,<0.01,48,0.12337700000000000000
2023-08-01,0.01-0.1,20,0.35660000000000000000
2023-08-01,0.1-1,5,1.99307700000000000000
2023-08-01,1-10,15,56.76737400000000000000
2023-08-01,10-100,62,2747.1785730000000000
2023-08-01,100-1000,44,19253.2359710000000000
2023-08-01,1000-10000,27,72391.3353880000000000
2023-08-01,10000-100000,4,106629.8474510000000000
2023-08-01,100000-1000000,4,2498700.000000000000
2023-08-01,1000000-10000000,2,2000000.000010000000
2023-09-01,<0.01,2,0.000714000000000000000000
2023-09-01,0.1-1,2,1.10457100000000000000
2023-09-01,1-10,17,72.27224600000000000000
2023-09-01,10-100,96,4433.8253900000000000
2023-09-01,100-1000,126,38990.0632070000000000
2023-09-01,1000-10000,83,356931.2950610000000000
2023-09-01,10000-100000,44,1907279.1219910000000000
2023-09-01,100000-1000000,30,6697028.954213000000
2023-09-01,1000000-10000000,1,1005983.245223000000
2023-10-01,1-10,9,35.64973500000000000000
2023-10-01,10-100,241,11895.0031760000000000
2023-10-01,100-1000,145,36947.5282210000000000
2023-10-01,1000-10000,37,174436.4558910000000000
2023-10-01,10000-100000,47,1883347.9789590000000000
2023-10-01,100000-1000000,32,8452951.816484000000
2023-11-01,1-10,5,22.04502200000000000000
2023-11-01,10-100,111,5233.5274500000000000
2023-11-01,100-1000,138,59635.5314460000000000
2023-11-01,1000-10000,136,427403.1209380000000000
2023-11-01,10000-100000,30,1312554.0340880000000000
2023-11-01,100000-1000000,35,12042296.925146000000
2023-11-01,1000000-10000000,1,2374999.000000000000
2023-12-01,0.1-1,2,0.36915200000000000000
2023-12-01,1-10,50,392.4380090000000000
2023-12-01,10-100,372,17981.9699780000000000
2023-12-01,100-1000,536,191233.8568520000000000
2023-12-01,1000-10000,319,907918.6874460000000000
2023-12-01,10000-100000,73,3077384.005850000000
2023-12-01,100000-1000000,92,36794687.057013000000
2023-12-01,1000000-10000000,11,29212241.347743000000
2024-01-01,<0.01,2,0.000002000000000000000000
2024-01-01,1-10,19,79.79875700000000000000
2024-01-01,10-100,385,20430.9431630000000000
2024-01-01,100-1000,881,352842.6198400000000000
2024-01-01,1000-10000,386,1101423.1412380000000000
2024-01-01,10000-100000,76,2847261.5134000000000000
2024-01-01,100000-1000000,104,40019352.012368000000
2024-01-01,1000000-10000000,28,51975535.633815000000
2024-01-01,>=10000000,1,10000000.000000000000
2024-02-01,<0.01,2,0.001009000000000000000000
2024-02-01,0.01-0.1,1,0.03000000000000000000
2024-02-01,1-10,10,51.3864360000000000
2024-02-01,10-100,323,19995.6509640000000000
2024-02-01,100-1000,881,282051.0704950000000000
2024-02-01,1000-10000,460,1496467.7473320000000000
2024-02-01,10000-100000,102,3306980.8484110000000000
2024-02-01,100000-1000000,120,38564892.333612000000
2024-02-01,1000000-10000000,32,71716403.612967000000
2024-03-01,<0.01,1,0.00673100000000000000
2024-03-01,0.01-0.1,3,0.16609200000000000000
2024-03-01,0.1-1,1,0.29000000000000000000
2024-03-01,1-10,8,26.79384100000000000000
2024-03-01,10-100,536,36207.8819350000000000
2024-03-01,100-1000,1428,512141.4382870000000000
2024-03-01,1000-10000,586,1898752.9512820000000000
2024-03-01,10000-100000,221,8194223.4507040000000000
2024-03-01,100000-1000000,151,41669350.408479000000
2024-03-01,1000000-10000000,23,62805610.001717000000
2024-03-01,>=10000000,4,105000000.000000000000
2024-04-01,0.1-1,2,0.68042000000000000000
2024-04-01,1-10,22,107.11164900000000000000
2024-04-01,10-100,903,60549.2109730000000000
2024-04-01,100-1000,1968,656377.6845400000000000
2024-04-01,1000-10000,513,1608742.7686930000000000
2024-04-01,10000-100000,152,5744490.4228420000000000
2024-04-01,100000-1000000,158,40836598.077161000000
2024-04-01,1000000-10000000,9,21782672.666055000000
2024-04-01,>=10000000,1,100000000.000000000000
2024-05-01,<0.01,2,0.00299300000000000000
2024-05-01,0.01-0.1,2,0.08543400000000000000
2024-05-01,0.1-1,7,2.60902800000000000000
2024-05-01,1-10,23,101.70905200000000000000
2024-05-01,10-100,681,40985.0286040000000000
2024-05-01,100-1000,1317,473130.8016590000000000
2024-05-01,1000-10000,500,1473293.5960800000000000
2024-05-01,10000-100000,170,5960822.0685830000000000
2024-05-01,100000-1000000,55,12883422.941051000000
2024-05-01,1000000-10000000,7,16600000.000000000000
2024-06-01,0.01-0.1,1,0.04300000000000000000
2024-06-01,0.1-1,3,1.36784100000000000000
2024-06-01,1-10,21,100.83164200000000000000
2024-06-01,10-100,666,42146.1634100000000000
2024-06-01,100-1000,1866,714440.8458560000000000
2024-06-01,1000-10000,684,2057974.1982410000000000
2024-06-01,10000-100000,162,5440392.6825920000000000
2024-06-01,100000-1000000,89,31440716.371464000000
2024-06-01,1000000-10000000,13,34036823.212575000000
2024-06-01,>=10000000,2,26425921.950000000000
2024-07-01,<0.01,1,0.00920900000000000000
2024-07-01,0.1-1,4,1.80000000000000000000
2024-07-01,1-10,34,167.92235100000000000000
2024-07-01,10-100,683,39677.2154980000000000
2024-07-01,100-1000,2387,939142.3890460000000000
2024-07-01,1000-10000,982,2918856.0973380000000000
2024-07-01,10000-100000,214,6858772.1376380000000000
2024-07-01,100000-1000000,110,45545232.380664000000
2024-07-01,1000000-10000000,43,114296487.937600000000
2024-07-01,>=10000000,5,94022448.457968000000
2024-08-01,<0.01,1,0.00768700000000000000
2024-08-01,0.01-0.1,1,0.01400000000000000000
2024-08-01,0.1-1,5,3.60075400000000000000
2024-08-01,1-10,50,248.87328900000000000000
2024-08-01,10-100,622,37107.0807070000000000
2024-08-01,100-1000,2293,877998.1334580000000000
2024-08-01,1000-10000,959,2849693.1016730000000000
2024-08-01,10000-100000,193,5524603.3647960000000000
2024-08-01,100000-1000000,252,111927912.216412000000
