size_bucket,transfer_count,bucket_volume
<0.01,14,0.006122000000000000000000
0.01-0.1,10,0.67405500000000000000
0.1-1,27,22.99496600000000000000
1-10,79,408.31687200000000000000
10-100,667,59604.0048450000000000
100-1000,1700,1042628.5758590000000000
1000-10000,4525,26831795.4809450000000000
10000-100000,5550,223791283.1570150000000000
100000-1000000,1694,407764418.789833000000
1000000-10000000,24,74111442.090510000000
>=10000000,9,598625144.138924000000
