size_bucket,transfer_count,bucket_volume
<0.01,2383,4.698898000000000000000000
0.01-0.1,583,17.10526200000000000000
0.1-1,1303,661.85387700000000000000
1-10,5230,23186.00292000000000000000
10-100,55125,2603783.7862850000000000
100-1000,79555,29471450.8566510000000000
1000-10000,41579,129329130.5837170000000000
10000-100000,19599,921044091.3548830000000000
100000-1000000,31032,9345447266.957129000000
1000000-10000000,4348,11151170188.058079000000
>=10000000,176,4320549019.618966000000
