month,newly_adopted_addresses
2023-08-01,56
2023-09-01,48
2023-10-01,46
2023-11-01,54
2023-12-01,148
2024-01-01,70
2024-02-01,68
2024-03-01,70
2024-04-01,100
2024-05-01,99
2024-06-01,71
2024-07-01,82
2024-08-01,86
2024-09-01,59
2024-10-01,56
2024-11-01,70
2024-12-01,59
2025-01-01,100
2025-02-01,164
2025-03-01,199
2025-04-01,167
2025-05-01,150
2025-06-01,146
2025-07-01,193
2025-08-01,301
2025-09-01,395
2025-10-01,604
2025-11-01,442
2025-12-01,846
2026-01-01,1337
2026-02-01,1359
2026-03-01,1448
2026-04-01,1601
2026-05-01,1663
2026-06-01,1438
