size_bucket,transfer_count,bucket_volume
<0.01,414361,827.8008837900000000000000000000
0.01-0.1,247551,9804.42686572000000000000
0.1-1,299455,119759.86315110000000000000
1-10,231150,755046.16683952000000000000
10-100,65993,1869878.2008148700000000
100-1000,9597,2387930.9093626800000000
1000-10000,573,1036704.8068962600000000
10000-100000,26,403654.1090336600000000
