month,newly_adopted_addresses
2022-11-01,8
2023-01-01,1
2023-08-01,289
2023-09-01,373
2023-10-01,429
2023-11-01,372
2023-12-01,2386
2024-01-01,589
2024-02-01,525
2024-03-01,707
2024-04-01,901
2024-05-01,1142
2024-06-01,1443
2024-07-01,1572
2024-08-01,1665
2024-09-01,1583
2024-10-01,1673
2024-11-01,1700
2024-12-01,1831
2025-01-01,2304
2025-02-01,2955
2025-03-01,3297
2025-04-01,2843
2025-05-01,2536
2025-06-01,2236
2025-07-01,2462
2025-08-01,2867
2025-09-01,3172
2025-10-01,3497
2025-11-01,2949
2025-12-01,3252
2026-01-01,7914
2026-02-01,7325
2026-03-01,7219
2026-04-01,5635
2026-05-01,3678
2026-06-01,4059
