month,token_volume,unique_addresses,new_addresses,transaction_count,transfer_count
2019-11-01,488020187.27282961,2488,2488,20139,20934
2019-12-01,239731837.30632220,6174,5258,31792,35589
2020-01-01,409117395.83164653,10218,7891,52990,64720
2020-02-01,810630665.89904873,15759,11062,85870,110107
2020-03-01,437085894.56992639,17007,10208,78089,98517
2020-04-01,429578714.40962182,14249,8488,62792,68413
2020-05-01,417601599.28813713,14303,8865,47158,52981
2020-06-01,399182675.78367333,18252,11774,48063,56600
2020-07-01,1187458424.68392900,27755,18771,84472,98698
2020-08-01,1572323086.02254547,29538,19035,103047,113729
2020-09-01,3905811350.92049677,43484,30513,135279,141178
2020-10-01,1335882617.62804901,40022,24119,92847,97183
2020-11-01,1756006058.61813635,36647,19112,102757,108778
2020-12-01,3159822472.83187863,52956,34006,181279,188891
2021-01-01,9989991117.95291247,59574,35839,196106,203777
2021-02-01,5912925748.92794652,41432,23575,97303,102918
2021-03-01,6073756959.21738394,40899,23025,96738,104521
2021-04-01,10414368904.16695324,41636,22745,94348,102174
2021-05-01,14201395887.82423788,48122,26724,129706,139931
2021-06-01,7581884511.34647852,47476,27654,121401,130162
2021-07-01,5749637171.82455242,39244,21418,93616,102844
2021-08-01,6094242794.78607803,34181,18143,74540,79627
2021-09-01,5796773957.22580386,32222,17277,64520,69267
2021-10-01,7529962867.60539637,32730,18451,63849,69241
2021-11-01,6503519725.01669027,32834,19088,60570,65700
2021-12-01,6164580431.88148494,30689,16757,57497,61120
2022-01-01,7549482177.30430320,24159,11525,47316,50495
2022-02-01,3689232982.25592363,22986,12003,40703,44017
2022-03-01,3887217215.17245946,27002,15096,48435,52299
2022-04-01,2762334233.27743424,22240,11680,38974,42071
2022-05-01,5606200772.96692102,28162,15500,52114,56325
2022-06-01,4476145859.19647422,32890,19343,53217,58495
2022-07-01,2397318967.67843814,22920,12205,41775,44847
2022-08-01,1968685500.19237272,25541,14435,49840,55992
2022-09-01,2434417361.72284025,27800,15636,58056,65461
2022-10-01,1594023708.84909532,22766,11942,46022,50666
2022-11-01,3484308817.32666002,32176,18659,68385,75171
2022-12-01,1478908656.81005942,25794,14121,48253,52894
2023-01-01,1581760231.91323140,25796,12927,47747,54845
2023-02-01,1399232800.41744423,20545,10477,40387,43914
2023-03-01,5289578717.36675228,33855,20277,54936,65233
2023-04-01,1213728816.61180238,16824,7939,28029,31719
2023-05-01,1092029341.84336943,18425,11177,31827,35574
2023-06-01,1104726027.35509915,15751,7797,29047,31167
2023-07-01,845845204.18653430,14171,6661,25171,27291
2023-08-01,2414352058.48212010,15973,7822,30096,32252
2023-09-01,1125292065.22808886,13789,6725,24653,26397
2023-10-01,1460205589.76662013,15876,8437,29650,31554
2023-11-01,1798168912.37864293,13454,6550,25314,26916
2023-12-01,1708900035.77724125,13384,6447,26845,28538
2024-01-01,1718357898.38157252,15455,7688,31978,33892
2024-02-01,1784430615.96855353,13094,6118,24088,25474
2024-03-01,3553960481.55652593,14897,7508,29293,30877
2024-04-01,3271541814.98236753,12838,6345,26710,27828
2024-05-01,2438520885.24893853,12865,6599,25476,26801
2024-06-01,1421812002.63767969,11495,5886,20298,21549
2024-07-01,2289353955.52970185,11065,5605,21587,22810
2024-08-01,3012017022.01358677,13357,7529,26469,29268
2024-09-01,1428240202.69639002,9919,4862,19747,21228
2024-10-01,2127489197.27381993,9399,4443,19012,20247
2024-11-01,3479580273.18435652,12730,6690,25567,27060
2024-12-01,5132391896.17451994,12095,6133,26460,27973
2025-01-01,3832581882.87749870,10337,5372,22328,23614
2025-02-01,3321534265.48728441,14734,9305,30332,32358
2025-03-01,4084149698.96365641,15678,10311,33963,35803
2025-04-01,2567070873.08137144,12756,7757,27787,29268
2025-05-01,2139602074.52423349,14082,9294,29462,32173
2025-06-01,1599672234.72743062,14694,10053,27845,31521
2025-07-01,1832309160.31415181,15295,9831,33658,38316
2025-08-01,2882412878.22706108,20180,14155,46317,58210
2025-09-01,2921848304.34039996,20159,13575,46916,63389
2025-10-01,1804986471.31727438,21374,14523,48949,61604
2025-11-01,1225591938.76476183,23482,17598,39758,51120
2025-12-01,753497151.04875403,48681,42069,85833,128164
2026-01-01,841101466.61604076,71134,62427,95923,124511
2026-02-01,595608794.65091507,54833,48096,77336,98494
2026-03-01,708936400.47382989,59968,51872,79602,101141
2026-04-01,828275974.37608597,37845,30114,57354,69648
2026-05-01,734541455.68156234,21854,16849,40828,60956
2026-06-01,675528979.96734205,22540,17468,42804,65108
