size_bucket,transfer_count,bucket_volume
<0.01,80,0.056997000000000000000000
0.01-0.1,20,1.08491400000000000000
0.1-1,71,50.15126900000000000000
1-10,193,697.37804800000000000000
10-100,10800,236389.0897530000000000
100-1000,3128,1342878.4212770000000000
1000-10000,21951,108233678.6350390000000000
10000-100000,8382,258542512.2428240000000000
100000-1000000,1304,294801997.037587000000
1000000-10000000,36,71372360.735868000000
>=10000000,4,59918044.880803000000
