size_bucket,transfer_count,bucket_volume
<0.01,10356,14.141426000000000000000000
0.01-0.1,6366,178.76511500000000000000
0.1-1,6180,2765.17998500000000000000
1-10,12781,51697.30964900000000000000
10-100,16407,674847.9739340000000000
100-1000,21102,9434909.6516020000000000
1000-10000,30092,128238703.9761070000000000
10000-100000,27143,1028780020.0781110000000000
100000-1000000,7946,1856817849.992805000000
1000000-10000000,559,1275381258.461788000000
>=10000000,2,20000000.000000000000
