month,newly_adopted_addresses
2017-12-01,8
2018-01-01,66
2018-02-01,268
2018-03-01,239
2018-04-01,603
2018-05-01,775
2018-06-01,1028
2018-07-01,1326
2018-08-01,638
2018-09-01,1087
2018-10-01,674
2018-11-01,787
2018-12-01,1262
2019-01-01,742
2019-02-01,575
2019-03-01,1945
2019-04-01,11455
2019-05-01,29810
2019-06-01,89782
2019-07-01,218388
2019-08-01,409143
2019-09-01,397124
2019-10-01,366436
2019-11-01,343182
2019-12-01,351574
2020-01-01,249922
2020-02-01,353813
2020-03-01,573668
2020-04-01,771224
2020-05-01,998869
2020-06-01,946693
2020-07-01,930436
2020-08-01,1038178
2020-09-01,829069
2020-10-01,753995
2020-11-01,874286
2020-12-01,858375
2021-01-01,749294
2021-02-01,667202
2021-03-01,627226
2021-04-01,786304
2021-05-01,952291
2021-06-01,631882
2021-07-01,587846
2021-08-01,573089
2021-09-01,547720
2021-10-01,669570
2021-11-01,804861
2021-12-01,571101
2022-01-01,435914
2022-02-01,339269
2022-03-01,433432
2022-04-01,420340
2022-05-01,453834
2022-06-01,350611
2022-07-01,361410
2022-08-01,366600
2022-09-01,363888
2022-10-01,503536
2022-11-01,507367
2022-12-01,937199
2023-01-01,1009018
2023-02-01,1088534
2023-03-01,783310
2023-04-01,504467
2023-05-01,453406
2023-06-01,545441
2023-07-01,568977
2023-08-01,542854
2023-09-01,477521
2023-10-01,543545
2023-11-01,572501
2023-12-01,623580
2024-01-01,613844
2024-02-01,527615
2024-03-01,674219
2024-04-01,625873
2024-05-01,571696
2024-06-01,546410
2024-07-01,577932
2024-08-01,685577
2024-09-01,709859
2024-10-01,551743
2024-11-01,668792
2024-12-01,714188
2025-01-01,696884
2025-02-01,750722
2025-03-01,945515
2025-04-01,1035374
2025-05-01,958978
2025-06-01,1073572
2025-07-01,1023801
2025-08-01,1187868
2025-09-01,1267485
2025-10-01,1408124
2025-11-01,1491002
2025-12-01,2339759
2026-01-01,3613603
2026-02-01,3053604
2026-03-01,2794469
2026-04-01,1676390
2026-05-01,1672667
2026-06-01,1771575
