size_bucket,transfer_count,bucket_volume
<0.01,8664397,13981.8948085500000000000000000000
0.01-0.1,5096044,198658.16002826000000000000
0.1-1,3713491,1323931.81235968000000000000
1-10,1555696,4325915.99430617000000000000
10-100,183953,4833421.4091924700000000
100-1000,33672,6844217.7487092300000000
1000-10000,27778,132949028.7009053200000000
10000-100000,26,516869.4806650500000000
