month,transfer_count,transaction_count,raw_volume,token_volume,unique_senders,unique_receivers,active_addresses
2023-06-01,5,5,2376000000000000000000000,2376000.000000000000,2,3,4
2023-07-01,123,116,12405185798740420370105696,12405185.798740420370,52,65,67
2023-08-01,167,157,38571360428744356885423299,38571360.428744356885,39,51,55
2023-09-01,108,97,25586384397629066060782666,25586384.397629066061,30,35,40
2023-10-01,139,132,45973942197349647248852347,45973942.197349647249,45,57,60
2023-11-01,94,94,66174897955218620000000000,66174897.955218620000,18,24,30
2023-12-01,109,109,73800835024039280000000000,73800835.024039280000,18,18,21
2024-01-01,172,172,111846971476264820000000000,111846971.47626482,24,33,37
2024-02-01,256,256,88852758068321737741514727,88852758.068321737742,34,38,41
2024-03-01,100,100,22412753222427340000000000,22412753.222427340000,24,28,35
2024-04-01,138,138,6026211346683460000000000,6026211.346683460000,18,24,28
2024-05-01,129,129,6422297803917117741514727,6422297.803917117742,24,31,41
2024-06-01,134,134,3718737332071560000000000,3718737.332071560000,24,35,40
2024-07-01,147,147,3275505348004420000000000,3275505.348004420000,23,32,36
2024-08-01,178,177,8205844400930037741514727,8205844.400930037742,33,37,47
2024-09-01,108,108,2538456037862287741514727,2538456.037862287742,22,28,34
2024-10-01,170,170,7563036840860091731888563,7563036.840860091732,35,55,59
2024-11-01,83,83,612418887254430000000000,612418.887254430000,25,42,50
2024-12-01,94,94,1363841666651480000000000,1363841.666651480000,29,39,44
2025-01-01,414,414,4735759774917518494600000,4735759.774917518495,58,101,112
2025-02-01,772,770,4421794126684771281754581,4421794.126684771282,72,88,95
2025-03-01,94,93,1354553848998212848830377,1354553.848998212849,35,35,44
2025-04-01,85,85,2606397360973410000000000,2606397.360973410000,27,30,37
2025-05-01,87,87,889742222217952189770782,889742.222217952190,17,17,21
2025-06-01,33,33,140341281702840000000000,140341.281702840000,17,19,24
2025-07-01,45,45,4223556728511780000000000,4223556.728511780000,14,15,19
2025-08-01,58,58,4912263394953315483029454,4912263.394953315483,10,17,18
2025-09-01,54,54,134568073200000000000000,134568.073200000000,14,14,19
2025-10-01,23,23,365368771555970000000000,365368.771555970000,20,7,23
2025-11-01,32,32,166516618899500000000000,166516.618899500000,17,19,28
2025-12-01,22,22,86374289600000000000000,86374.289600000000,7,8,11
2026-01-01,30,30,67821000000000000000000,67821.000000000000,8,10,13
2026-02-01,26,26,87621640000000000000000,87621.640000000000,10,10,12
2026-03-01,22,20,1370600180866530615152588,1370600.180866530615,18,15,23
2026-04-01,44,35,361481092058564031248572,361481.092058564031,29,26,32
2026-05-01,29,16,65528135760416865243833,65528.135760416865,14,15,20
2026-06-01,62,48,84687955134622592266929,84687.955134622592,24,40,43
