month,newly_adopted_addresses
2025-03-01,10
2025-04-01,80
2025-05-01,1092
2025-06-01,36799
2025-07-01,7979
2025-08-01,6379
2025-09-01,22003
2025-10-01,5425
2025-11-01,3167
2025-12-01,7320
2026-01-01,3671
2026-02-01,1872
2026-03-01,1317
2026-04-01,1923
2026-05-01,1159
2026-06-01,1302
