month,newly_adopted_addresses
2024-09-01,565
2024-10-01,455
2024-11-01,755
2024-12-01,754
2025-01-01,690
2025-02-01,1124
2025-03-01,1128
2025-04-01,668
2025-05-01,1658
2025-06-01,3504
2025-07-01,2685
2025-08-01,2161
2025-09-01,1293
2025-10-01,1427
2025-11-01,1445
2025-12-01,837
2026-01-01,1926
2026-02-01,1107
2026-03-01,1838
2026-04-01,1947
2026-05-01,2506
2026-06-01,2481
