month,newly_adopted_addresses
2025-03-01,4
2025-04-01,463
2025-05-01,9
2025-06-01,24
2025-07-01,32
2025-08-01,124
2025-09-01,253
2025-10-01,446
2025-11-01,407
2025-12-01,464
2026-01-01,353
2026-02-01,544
2026-03-01,688
2026-04-01,629
2026-05-01,838
2026-06-01,534
