month,newly_adopted_addresses
2020-12-01,1196
2021-01-01,1493
2021-02-01,337
2021-03-01,280
2021-04-01,368
2021-05-01,231
2021-06-01,323
2021-07-01,534
2021-08-01,490
2021-09-01,427
2021-10-01,1191
2021-11-01,7370
2021-12-01,1448
2022-01-01,1553
2022-02-01,816
2022-03-01,612
2022-04-01,1033
2022-05-01,780
2022-06-01,605
2022-07-01,538
2022-08-01,753
2022-09-01,778
2022-10-01,910
2022-11-01,731
2022-12-01,511
2023-01-01,631
2023-02-01,470
2023-03-01,510
2023-04-01,323
2023-05-01,181
2023-06-01,326
2023-07-01,361
2023-08-01,351
2023-09-01,287
2023-10-01,446
2023-11-01,269
2023-12-01,270
2024-01-01,335
2024-02-01,552
2024-03-01,254
2024-04-01,297
2024-05-01,254
2024-06-01,205
2024-07-01,200
2024-08-01,371
2024-09-01,192
2024-10-01,125
2024-11-01,155
2024-12-01,201
2025-01-01,249
2025-02-01,180
2025-03-01,372
2025-04-01,222
2025-05-01,154
2025-06-01,103
2025-07-01,117
2025-08-01,124
2025-09-01,96
2025-10-01,108
2025-11-01,69
2025-12-01,122
2026-01-01,187
2026-02-01,105
2026-03-01,120
2026-04-01,95
2026-05-01,133
2026-06-01,88
