month,newly_adopted_addresses
2019-11-01,2488
2019-12-01,5258
2020-01-01,7891
2020-02-01,11062
2020-03-01,10208
2020-04-01,8488
2020-05-01,8865
2020-06-01,11774
2020-07-01,18771
2020-08-01,19035
2020-09-01,30513
2020-10-01,24119
2020-11-01,19112
2020-12-01,34006
2021-01-01,35839
2021-02-01,23575
2021-03-01,23025
2021-04-01,22745
2021-05-01,26724
2021-06-01,27654
2021-07-01,21418
2021-08-01,18143
2021-09-01,17277
2021-10-01,18451
2021-11-01,19088
2021-12-01,16757
2022-01-01,11525
2022-02-01,12003
2022-03-01,15096
2022-04-01,11680
2022-05-01,15500
2022-06-01,19343
2022-07-01,12205
2022-08-01,14435
2022-09-01,15636
2022-10-01,11942
2022-11-01,18659
2022-12-01,14121
2023-01-01,12927
2023-02-01,10477
2023-03-01,20277
2023-04-01,7939
2023-05-01,11177
2023-06-01,7797
2023-07-01,6661
2023-08-01,7822
2023-09-01,6725
2023-10-01,8437
2023-11-01,6550
2023-12-01,6447
2024-01-01,7688
2024-02-01,6118
2024-03-01,7508
2024-04-01,6345
2024-05-01,6599
2024-06-01,5886
2024-07-01,5605
2024-08-01,7529
2024-09-01,4862
2024-10-01,4443
2024-11-01,6690
2024-12-01,6133
2025-01-01,5372
2025-02-01,9305
2025-03-01,10311
2025-04-01,7757
2025-05-01,9294
2025-06-01,10053
2025-07-01,9831
2025-08-01,14155
2025-09-01,13575
2025-10-01,14523
2025-11-01,17598
2025-12-01,42069
2026-01-01,62427
2026-02-01,48096
2026-03-01,51872
2026-04-01,30114
2026-05-01,16849
2026-06-01,17468
