month,token_volume,unique_addresses,new_addresses,transaction_count,transfer_count
2025-03-01,4501676.310000000000,7,7,14,14
2025-04-01,17251307.582987099918,137,135,2761,3464
2025-05-01,113563317.30967259,670,593,17690,32229
2025-06-01,124804094.54554094,8483,8189,19117,37211
2025-07-01,287209572.06671264,1364,542,32705,54384
2025-08-01,1670594016.95793386,1583,639,61130,101253
2025-09-01,1337477304.94037152,2503,845,70686,110707
2025-10-01,682930237.42216928,959,308,31766,48938
2025-11-01,982815649.80608153,664,167,19699,31877
2025-12-01,1519766251.36790021,1051,565,20702,32412
2026-01-01,3554094497.93481517,947,319,23281,37904
2026-02-01,2550639072.18255770,684,192,24991,36105
2026-03-01,1355359342.60020338,580,184,12502,19904
2026-04-01,1166186662.08289484,641,229,23352,46494
2026-05-01,840687791.85961190,609,213,15905,28246
2026-06-01,2286608508.82943427,665,264,13505,23589
