month,newly_adopted_addresses
2022-05-01,3
2022-06-01,35
2022-07-01,214
2022-08-01,1217
2022-09-01,235
2022-10-01,211
2022-11-01,248
2022-12-01,124
2023-01-01,114
2023-02-01,91
2023-03-01,333
2023-04-01,179
2023-05-01,156
2023-06-01,148
2023-07-01,176
2023-08-01,165
2023-09-01,199
2023-10-01,209
2023-11-01,198
2023-12-01,219
2024-01-01,242
2024-02-01,198
2024-03-01,236
2024-04-01,217
2024-05-01,262
2024-06-01,227
2024-07-01,263
2024-08-01,252
2024-09-01,297
2024-10-01,330
2024-11-01,445
2024-12-01,495
2025-01-01,689
2025-02-01,586
2025-03-01,683
2025-04-01,879
2025-05-01,884
2025-06-01,842
2025-07-01,1134
2025-08-01,1132
2025-09-01,1217
2025-10-01,1758
2025-11-01,1652
2025-12-01,1956
2026-01-01,2927
2026-02-01,4832
2026-03-01,3105
2026-04-01,1869
2026-05-01,1709
2026-06-01,2239
