month,newly_adopted_addresses
2018-11-01,5
2019-01-01,18
2019-02-01,28
2019-03-01,33
2019-04-01,46
2019-05-01,57
2019-06-01,62
2019-07-01,83
2019-08-01,93
2019-09-01,70
2019-10-01,92
2019-11-01,63
2019-12-01,68
2020-01-01,106
2020-02-01,159
2020-03-01,114
2020-04-01,203
2020-05-01,521
2020-06-01,974
2020-07-01,665
2020-08-01,975
2020-09-01,1258
2020-10-01,1068
2020-11-01,1187
2020-12-01,1266
2021-01-01,1208
2021-02-01,859
2021-03-01,928
2021-04-01,853
2021-05-01,881
2021-06-01,1018
2021-07-01,647
2021-08-01,543
2021-09-01,448
2021-10-01,543
2021-11-01,370
2021-12-01,349
2022-01-01,252
2022-02-01,219
2022-03-01,327
2022-04-01,270
2022-05-01,408
2022-06-01,446
2022-07-01,381
2022-08-01,367
2022-09-01,438
2022-10-01,428
2022-11-01,723
2022-12-01,438
2023-01-01,404
2023-02-01,353
2023-03-01,737
2023-04-01,759
2023-05-01,358
2023-06-01,383
2023-07-01,413
2023-08-01,393
2023-09-01,327
2023-10-01,679
2023-11-01,436
2023-12-01,446
2024-01-01,633
2024-02-01,547
2024-03-01,585
2024-04-01,1232
2024-05-01,718
2024-06-01,780
2024-07-01,718
2024-08-01,1161
2024-09-01,796
2024-10-01,652
2024-11-01,782
2024-12-01,980
2025-01-01,1165
2025-02-01,1547
2025-03-01,1310
2025-04-01,1460
2025-05-01,1530
2025-06-01,1392
2025-07-01,1620
2025-08-01,1736
2025-09-01,1711
2025-10-01,2440
2025-11-01,1954
2025-12-01,2386
2026-01-01,3787
2026-02-01,5426
2026-03-01,3725
2026-04-01,4302
2026-05-01,4454
2026-06-01,6180
