size_bucket,transfer_count,bucket_volume
<0.01,2742,2.750145365368815876000000000000000000
0.01-0.1,858,16.68161787817760517700
0.1-1,527,227.76733026199764107700
1-10,3090,15736.72348345275528036800
10-100,8591,358713.5940661510458376
100-1000,9608,3084520.5824949122231771
1000-10000,7190,27276698.9422314297945338
10000-100000,12212,496615974.7870382541069995
100000-1000000,11218,4298676794.288299283452
1000000-10000000,6919,19976699473.274535854784
>=10000000,400,6875533734.165516652907
