month,newly_adopted_addresses
2024-08-01,3
2024-09-01,5
2024-10-01,18
2024-11-01,4
2024-12-01,853
2025-01-01,661
2025-02-01,749
2025-03-01,647
2025-04-01,900
2025-05-01,892
2025-06-01,1001
2025-07-01,1804
2025-08-01,1503
2025-09-01,1501
2025-10-01,1746
2025-11-01,2946
2025-12-01,1476
2026-01-01,1488
2026-02-01,1758
2026-03-01,2094
2026-04-01,1682
2026-05-01,1438
2026-06-01,1765
