month,newly_adopted_addresses
2023-07-01,8
2023-08-01,2
2023-09-01,1
2023-10-01,4
2024-07-01,1
2025-01-01,1
2025-04-01,1
2025-08-01,2
2025-12-01,2
2026-01-01,2
2026-02-01,4
2026-03-01,2
2026-04-01,4
2026-05-01,1
2026-06-01,5
