month,transfer_count,transaction_count,raw_volume,token_volume,unique_senders,unique_receivers,active_addresses
2025-03-01,16,16,4501707610000000000000000,4501707.610000000000,3,8,11
2025-04-01,135,134,15020163981419779055307543,15020163.981419779055,89,28,117
2025-05-01,5641,5557,27579847217153912358289803,27579847.217153912358,2229,156,2385
2025-06-01,14172,14127,17612186316076976941215849,17612186.316076976941,11522,387,11909
2025-07-01,17084,16932,63497220320612580856347629,63497220.320612580856,5574,235,5809
2025-08-01,26361,26168,195535530239656146136184364,195535530.23965615,5964,312,6276
2025-09-01,23113,22918,285048794365861535026025179,285048794.36586154,10130,736,10866
2025-10-01,11451,11420,137771015574787604227608615,137771015.57478760,3034,284,3318
2025-11-01,9861,9851,272065271750992377482512211,272065271.75099238,2082,227,2309
2025-12-01,8830,8801,245568660774252395205671987,245568660.77425240,4583,264,4847
2026-01-01,6856,6743,565448670710214005070272783,565448670.71021401,2378,243,2621
2026-02-01,4882,4736,898825368410087365736130932,898825368.41008737,1641,174,1815
2026-03-01,3008,2961,581445120220418923915647123,581445120.22041892,1085,152,1237
2026-04-01,4136,4077,652540438453472898929603254,652540438.45347290,1571,210,1781
2026-05-01,3366,3331,402384116380531553417515769,402384116.38053155,1356,153,1509
2026-06-01,3795,3778,1084805928505184027532033485,1084805928.50518403,1021,194,1215
