month,mint_event_count,mint_transaction_count,unique_mint_recipients,raw_minted_amount,minted_volume,burn_event_count,burn_transaction_count,unique_burn_senders,raw_burned_amount,burned_volume,net_issuance,cumulative_net_issuance
2025-03-01,8,8,2,4501720000000000000000000,4501720.000000000000,3,3,1,240000000000000000000,240.0000000000000000,4501480.0000000000000000,4501480.0000000000000000
2025-04-01,3,3,1,9990100000000000000000000,9990100.000000000000,0,0,0,0,0E-36,9990100.000000000000000000000000000000000000,14491580.000000000000000000000000000000000000
2025-05-01,28,28,2,14677037019803762340178833,14677037.019803762340,71,71,2,5034277503150096518983670,5034277.503150096519,9642759.516653665821,24134339.516653665821000000000000000000000000
2025-06-01,48,48,1,30073191587188319941235995,30073191.587188319941,96,96,1,4139500958144904979597963,4139500.958144904980,25933690.629043414961,50068030.145697080782000000000000000000000000
2025-07-01,68,68,1,32496467840264214352488646,32496467.840264214352,112,112,1,22054146261660942032803160,22054146.261660942033,10442321.578603272319,60510351.724300353101000000000000000000000000
2025-08-01,122,122,1,354869085612739153336802072,354869085.61273915,132,132,1,112876427779912235654278925,112876427.77991224,241992657.83282691,302503009.557127263101000000000000000000000000
2025-09-01,90,88,1,132154480344828008005269351,132154480.34482801,103,103,1,107901579558929501627782938,107901579.55892950,24252900.78589851,326755910.343025773101000000000000000000000000
2025-10-01,162,161,1,455094189793315241934372037,455094189.79331524,211,211,1,66412257176552955812108064,66412257.176552955812,388681932.616762284188,715437842.959788057289000000000000000000000000
2025-11-01,130,130,1,124805632258519543546711666,124805632.25851954,108,108,1,167515109443720580777319092,167515109.44372058,-42709477.18520104,672728365.774587017289000000000000000000000000
2025-12-01,211,211,1,674923956599313865687445263,674923956.59931387,78,78,1,123644024635527720592612188,123644024.63552772,551279931.96378615,1224008297.738373167289000000000000000000000000
2026-01-01,319,318,1,1429226848629464761726984487,1429226848.62946476,177,177,1,238822285364153738427453665,238822285.36415374,1190404563.26531102,2414412861.003684187289000000000000000000000000
2026-02-01,123,123,1,202848694934892238488900254,202848694.93489224,179,179,1,656387737942636898348748436,656387737.94263690,-453539043.00774466,1960873817.995939527289000000000000000000000000
2026-03-01,91,91,1,86153853387554207108870748,86153853.387554207109,120,120,1,396136895360836451242645072,396136895.36083645,-309983041.973282242891,1650890776.022657284398000000000000000000000000
2026-04-01,154,152,1,363662553973345320220551526,363662553.97334532,115,115,1,151641594746324966495699013,151641594.74632497,212020959.22702035,1862911735.249677634398000000000000000000000000
2026-05-01,69,69,1,227636293982474069175569639,227636293.98247407,43,43,1,169912640473192306557859781,169912640.47319231,57723653.50928176,1920635388.758959394398000000000000000000000000
2026-06-01,155,155,1,471007534205340493248093264,471007534.20534049,75,75,1,582962929989440840860943176,582962929.98944084,-111955395.78410035,1808679992.974859044398000000000000000000000000
