month,token_volume,unique_addresses,new_addresses,transaction_count,transfer_count
2022-11-01,1000234.820000000000,14,14,20,20
2023-01-01,399.8800000000000000,27,19,35,35
2023-02-01,74000356.008000000000,10,2,18,18
2023-03-01,815.2740000000000000,36,16,50,50
2023-06-01,220015.656527000000,9,4,17,17
2023-07-01,14.3434730000000000,3,0,2,2
2023-08-01,56553636.649982000000,598,586,1268,1458
2023-09-01,99274946.627346000000,1275,1120,2714,2992
2023-10-01,159729670.5200280000,1693,1458,4449,4796
2023-11-01,89350238.546051000000,2112,1762,6131,6374
2023-12-01,403632928.0224750000,4520,4041,7699,10610
2024-01-01,521956589.5194260000,2963,2222,9187,10055
2024-02-01,617002488.2116130000,3319,2641,11097,12137
2024-03-01,738006408.1829790000,4558,3695,14775,16155
2024-04-01,911121807.0025550000,5260,4165,20215,23302
2024-05-01,588221751.8299530000,6496,5184,24138,26829
2024-06-01,921681973.4193570000,8453,7041,32849,35592
2024-07-01,1610967562.2840340000,8849,7099,36621,39904
2024-08-01,2161455931.3067980000,10101,8275,43271,46613
2024-09-01,1101623535.0333000000,9790,7768,38280,40720
2024-10-01,1522710105.5628640000,9855,7949,41416,43935
2024-11-01,1724113249.5463860000,9076,6792,33097,36248
2024-12-01,2255603567.2505520000,9692,7577,34179,36745
2025-01-01,1226678866.1341040000,11356,9050,45284,47695
2025-02-01,3312788726.5619840000,12590,9568,55165,61932
2025-03-01,2909020332.4649870000,14932,11708,85542,94521
2025-04-01,3006018740.0814980000,18086,14481,117707,127141
2025-05-01,2727284159.9304680000,19156,15436,140071,148008
2025-06-01,2202468981.9248250000,17442,13978,112470,120028
2025-07-01,2724073518.6061890000,19041,14983,96662,104790
2025-08-01,2661990843.8302550000,19844,15839,109468,120084
2025-09-01,8785117433.3853860000,22984,18882,118655,133628
2025-10-01,6505421202.7856490000,26607,21482,138781,161456
2025-11-01,11167236419.4304610000,25177,19887,135600,158275
2025-12-01,15765319842.7074570000,30832,25584,160271,185904
2026-01-01,14191950243.0859630000,42292,35652,183213,219518
2026-02-01,15415799399.8435620000,29963,23437,145621,189359
2026-03-01,18374609311.2180550000,35567,25832,164337,217378
2026-04-01,24025593705.3408980000,28770,21851,131595,176112
2026-05-01,14076648851.7836720000,25694,18311,120682,157280
2026-06-01,14834796693.9325690000,23329,16782,110597,147212
