size_bucket,transfer_count,bucket_volume
<0.01,784780,1435.1972554200000000000000000000
0.01-0.1,443164,18350.83307619000000000000
0.1-1,613733,246577.57831187000000000000
1-10,441535,1309957.77105588000000000000
10-100,75796,1999841.1545130000000000
100-1000,10843,2801291.2601941400000000
1000-10000,516,816184.9238732000000000
10000-100000,7,126961.5928538900000000
