month,token_volume,unique_addresses,new_addresses,transaction_count,transfer_count
2025-03-01,246299.999993000000,4,4,6,6
2025-04-01,1200046959.9999140000,467,463,515,515
2025-05-01,441110104.1901220000,15,9,15,15
2025-06-01,63458.638896000000,28,24,32,32
2025-07-01,37440.816098000000,36,32,43,43
2025-08-01,179544423.0644820000,135,124,112,113
2025-09-01,68463948.223634000000,281,253,210,212
2025-10-01,151218894.9807350000,498,446,392,395
2025-11-01,19145336.910409000000,484,407,343,344
2025-12-01,67131140.678193000000,557,464,466,466
2026-01-01,94089339.196521000000,451,353,356,356
2026-02-01,18181217.277321000000,630,544,597,597
2026-03-01,50772277.043276000000,811,688,707,707
2026-04-01,34093650.919728000000,737,629,563,563
2026-05-01,78896135.383334000000,952,838,794,794
2026-06-01,134523694.0649330000,646,534,527,527
