size_bucket,transfer_count,bucket_volume
<0.01,10315044,17406.1955093600000000000000000000
0.01-0.1,6203070,243878.22973303000000000000
0.1-1,5242166,1937394.98062397000000000000
1-10,2688999,7722205.77066950000000000000
10-100,405157,10747370.1966700400000000
100-1000,65068,14968696.6022417000000000
1000-10000,29424,135686114.4406758300000000
10000-100000,68,1191499.7905689700000000
