size_bucket,transfer_count,bucket_volume
<0.01,21,0.061859000000000000000000
0.01-0.1,21,1.79376600000000000000
0.1-1,118,74.30148800000000000000
1-10,404,1913.94063300000000000000
10-100,664,24478.6089660000000000
100-1000,852,514616.0888410000000000
1000-10000,922,4395159.1440850000000000
10000-100000,1825,83925346.9161410000000000
100000-1000000,723,162429452.772824000000
1000000-10000000,37,207380334.319616000000
>=10000000,28,2078892943.439370000000
