month,newly_adopted_addresses
2022-06-01,14
2022-07-01,25
2022-08-01,44
2022-09-01,45
2022-10-01,31
2022-11-01,26
2022-12-01,26
2023-01-01,21
2023-02-01,30
2023-03-01,352
2023-04-01,93
2023-05-01,50
2023-06-01,54
2023-07-01,35
2023-08-01,44
2023-09-01,49
2023-10-01,32
2023-11-01,35
2023-12-01,28
2024-01-01,22
2024-02-01,24
2024-03-01,19
2024-04-01,24
2024-05-01,39
2024-06-01,49
2024-07-01,23
2024-08-01,35
2024-09-01,31
2024-10-01,68
2024-11-01,56
2024-12-01,57
2025-01-01,69
2025-02-01,57
2025-03-01,124
2025-04-01,189
2025-05-01,172
2025-06-01,136
2025-07-01,280
2025-08-01,463
2025-09-01,453
2025-10-01,394
2025-11-01,379
2025-12-01,610
2026-01-01,1202
2026-02-01,1021
2026-03-01,858
2026-04-01,1350
2026-05-01,1944
2026-06-01,1810
