size_bucket,transfer_count,bucket_volume
<0.01,8437,18.843182000000000000000000
0.01-0.1,633,21.78551500000000000000
0.1-1,913,430.70830600000000000000
1-10,8602,30427.75519700000000000000
10-100,13798,554661.1609370000000000
100-1000,22904,9384315.7444020000000000
1000-10000,27233,109033987.7554240000000000
10000-100000,21679,825909610.0251170000000000
100000-1000000,9882,2798214224.505267000000
1000000-10000000,1634,4418647706.635200000000
>=10000000,25,454229327.565509000000
