month,mint_event_count,mint_transaction_count,unique_mint_recipients,raw_minted_amount,minted_volume,burn_event_count,burn_transaction_count,unique_burn_senders,raw_burned_amount,burned_volume,net_issuance,cumulative_net_issuance
2019-11-01,7851,7851,4778,45754313017615472547177354,45754313.017615472547,5530,5528,1175,25630762205134767294052004,25630762.205134767294,20123550.812480705253,20123550.812480705253
2019-12-01,12576,12572,6552,112286672947772787122257230,112286672.94777279,10527,10522,2329,90173706410639018739392682,90173706.410639018739,22112966.537133771261,42236517.349614476514
2020-01-01,19332,18445,7798,125539526967867851876058232,125539526.96786785,26470,25620,5124,112275522479003750502613131,112275522.47900375,13264004.48886410,55500521.838478576514
2020-02-01,31451,31212,8917,235182969802653523113944654,235182969.80265352,37951,37803,5371,238719921901792340684476095,238719921.90179234,-3536952.09913882,51963569.739339756514
2020-03-01,31543,30928,9252,314832239618880051045234202,314832239.61888005,41490,41237,4438,309117114345810360684654760,309117114.34581036,5715125.27306969,57678695.012409446514
2020-04-01,18593,17966,5394,128883976106181373877647777,128883976.10618137,19000,18798,1805,97582249716947582696452808,97582249.716947582696,31301726.389233787304,88980421.401643233818
2020-05-01,13484,12548,4292,119947063194628623144730415,119947063.19462862,12033,11961,1667,90678056876569357476650460,90678056.876569357477,29269006.318059262523,118249427.719702496341
2020-06-01,15298,14535,5661,314749428912500500539049769,314749428.91250050,14952,14258,1755,326422113335353024400587894,326422113.33535302,-11672684.42285252,106576743.296849976341
2020-07-01,25345,23606,7011,6125982877619355622099912116,6125982877.61935562,26590,25464,1681,6046411402904611797454100860,6046411402.90461180,79571474.71474382,186148218.011593796341
2020-08-01,19968,19067,6585,3789404558205611064303362176,3789404558.20561106,18924,18411,2050,3727966921047420183934172069,3727966921.04742018,61437637.15819088,247585855.169784676341
2020-09-01,15862,15220,4859,2781111006363983020553567085,2781111006.36398302,17648,17297,2257,2425313076688692875139635044,2425313076.68869288,355797929.67529014,603383784.845074816341
2020-10-01,11950,11689,4329,1718621177133090816533044042,1718621177.13309082,12766,12679,1532,1675953882329393108989763610,1675953882.32939311,42667294.80369771,646051079.648772526341
2020-11-01,18645,17952,5628,2669865998095257996616559182,2669865998.09525800,16215,16113,1883,2644586469366657714713747275,2644586469.36665771,25279528.72860029,671330608.377372816341
2020-12-01,15031,14523,4559,2884177617408373260363712533,2884177617.40837326,13076,13002,1662,2397997949925985245031161555,2397997949.92598525,486179667.48238801,1157510275.859760826341
2021-01-01,17164,16665,3774,1694172196041960683525137976,1694172196.04196068,12061,12014,2324,1228211109627344711681386025,1228211109.62734471,465961086.41461597,1623471362.274376796341
2021-02-01,10786,10502,3059,1546767064553509759905488917,1546767064.55350976,8502,8501,2026,853567148094968000816277123,853567148.09496800,693199916.45854176,2316671278.732918556341
2021-03-01,7940,7730,2390,1557115416770045614345952161,1557115416.77004561,4993,4992,1386,948750830415825450164812148,948750830.41582545,608364586.35422016,2925035865.087138716341
2021-04-01,9402,9101,2992,1833664978852587818761016938,1833664978.85258782,6851,6846,1785,1097367980609289890339948304,1097367980.60928989,736296998.24329793,3661332863.330436646341
2021-05-01,13265,12876,3124,4133405712394182925691378568,4133405712.39418293,12102,12097,2744,3380357952888977519166083196,3380357952.88897752,753047759.50520541,4414380622.835642056341
2021-06-01,6795,6667,1736,2068713022349950542528143429,2068713022.34995054,5590,5585,1569,1333858961340028558978505333,1333858961.34002856,734854061.00992198,5149234683.845564036341
2021-07-01,4151,4045,1262,700609355698142579368689851,700609355.69814258,2582,2578,803,466939596157066906274580736,466939596.15706691,233669759.54107567,5382904443.386639706341
2021-08-01,4667,4590,1586,928918846101829021500800808,928918846.10182902,1652,1651,563,460602791047252439505600230,460602791.04725244,468316055.05457658,5851220498.441216286341
2021-09-01,4192,4165,1638,1867671590775405974636625827,1867671590.77540597,2766,2757,793,1560192237963405922862417050,1560192237.96340592,307479352.81200005,6158699851.253216336341
2021-10-01,4989,4838,1714,5309972734123046221374214691,5309972734.12304622,1327,1300,442,3683838381029697578587458917,3683838381.02969758,1626134353.09334864,7784834204.346564976341
2021-11-01,4996,4520,1601,7211962929638438014961248616,7211962929.63843801,2980,2688,624,6153081474373388009724477229,6153081474.37338801,1058881455.26505000,8843715659.611614976341
2021-12-01,4163,3791,1158,65957679259150945095760097017,65957679259.15094510,3872,3578,788,65885603269403471294670693180,65885603269.40347129,72075989.74747381,8915791649.359088786341
2022-01-01,4159,3786,996,6307180968784672385111501143,6307180968.78467239,6561,6118,1479,6089517099622978978418405464,6089517099.62297898,217663869.16169341,9133455518.520782196341
2022-02-01,3187,2822,786,4305530469692784601277746135,4305530469.69278460,2691,2459,596,4211477658559585240718592601,4211477658.55958524,94052811.13319936,9227508329.653981556341
2022-03-01,3920,3512,890,3954891106031993292628138631,3954891106.03199329,2472,2237,448,3988153823815609114411942230,3988153823.81560911,-33262717.78361582,9194245611.870365736341
2022-04-01,2483,2163,733,2471163516976978807068575792,2471163516.97697881,2732,2469,465,3232871428013687646613285361,3232871428.01368765,-761707911.03670884,8432537700.833656896341
2022-05-01,4003,3525,693,7316060054534786264936311586,7316060054.53478626,6988,6387,1270,9404528516840060201238066803,9404528516.84006020,-2088468462.30527394,6344069238.528382956341
2022-06-01,4614,4027,577,5920175623711883907137056219,5920175623.71188391,8000,7278,1408,5965459301340324401685931100,5965459301.34032440,-45283677.62844049,6298785560.899942466341
2022-07-01,3822,3221,500,4716251404248009032732791941,4716251404.24800903,2931,2555,262,4065190298824018992661985199,4065190298.82401899,651061105.42399004,6949846666.323932506341
2022-08-01,4367,3725,554,5405634293785189595385543758,5405634293.78518960,3837,3411,335,5863833770442345183214317456,5863833770.44234518,-458199476.65715558,6491647189.666776926341
2022-09-01,3895,3356,553,2256106168660229951911625997,2256106168.66022995,3874,3529,386,2358397418005273597933420185,2358397418.00527360,-102291249.34504365,6389355940.321733276341
2022-10-01,3300,2968,424,3847532430187459280782851730,3847532430.18745928,2939,2683,181,4574222831814224935146759865,4574222831.81422494,-726690401.62676566,5662665538.694967616341
2022-11-01,8732,8233,511,6566117860542237546686343296,6566117860.54223755,9349,8846,501,7058874994055797061140053720,7058874994.05579706,-492757133.51355951,5169908405.181408106341
2022-12-01,4199,4028,379,1446558848105914077221695066,1446558848.10591408,3975,3812,217,1581092694515913352725872015,1581092694.51591335,-134533846.40999927,5035374558.771408836341
2023-01-01,3040,2787,512,1163135982440806029079994879,1163135982.44080603,2362,2128,193,1110406822569647563690885103,1110406822.56964756,52729159.87115847,5088103718.642567306341
