month,mint_event_count,mint_transaction_count,unique_mint_recipients,raw_minted_amount,minted_volume,burn_event_count,burn_transaction_count,unique_burn_senders,raw_burned_amount,burned_volume,net_issuance,cumulative_net_issuance
2023-02-01,2396,2172,506,1504059771576410232131775728,1504059771.57641023,2086,1905,198,1587950848311564206428744594,1587950848.31156421,-83891076.73515398,5004212641.907413326341
2023-03-01,3965,3563,553,4746745073732915069737697170,4746745073.73291507,4611,4324,371,4674446648691707884978136846,4674446648.69170788,72298425.04120719,5076511066.948620516341
2023-04-01,2272,2068,530,4429238749824270441512262015,4429238749.82427044,2187,2026,218,4791112737320529880504615677,4791112737.32052988,-361873987.49625944,4714637079.452361076341
2023-05-01,1446,1341,374,4111830220989923602904130515,4111830220.98992360,1329,1217,169,4227674742421116684639793065,4227674742.42111668,-115844521.43119308,4598792558.021167996341
2023-06-01,3029,2673,431,5142044465854261916133221274,5142044465.85426192,3184,2812,336,5415493413634700767888045347,5415493413.63470077,-273448947.78043885,4325343610.240729146341
2023-07-01,2816,2613,463,10402876845118757398120940569,10402876845.11875740,2202,2011,258,10581130876054424508678569975,10581130876.05442451,-178254030.93566711,4147089579.305062036341
2023-08-01,5418,5271,1208,8079690119885864595224647619,8079690119.88586460,5552,5394,593,8351497916174048815942848731,8351497916.17404882,-271807796.28818422,3875281783.016877816341
2023-09-01,3423,3285,793,8387981482904148169774941162,8387981482.90414817,3603,3492,309,8461878634075361972974223612,8461878634.07536197,-73897151.17121380,3801384631.845664016341
2023-10-01,5337,5143,1147,21546075279183286431266407224,21546075279.18328643,5115,4918,287,21624620146047947511625265407,21624620146.04794751,-78544866.86466108,3722839764.981002936341
2023-11-01,6892,6705,1127,30026578528896797089536090523,30026578528.89679709,3859,3699,188,30108253317269541045671188864,30108253317.26954105,-81674788.37274396,3641164976.608258976341
2023-12-01,4915,4718,1147,25307278783925626935465700179,25307278783.92562694,3409,3266,201,25270947892197618876480147828,25270947892.19761888,36330891.72800806,3677495868.336267036341
2024-01-01,5881,5619,1035,53773923353007385095758085457,53773923353.00738510,4509,4239,289,53798896328781294107399900350,53798896328.78129411,-24972975.77390901,3652522892.562358026341
2024-02-01,6079,5747,909,38648560572527258615716214454,38648560572.52725862,3484,3171,204,38695825542538649966367863354,38695825542.53864997,-47264970.01139135,3605257922.550966676341
2024-03-01,12317,11927,1069,36986795253845154070580259257,36986795253.84515407,4559,4284,376,37381822444117470434642697404,37381822444.11747043,-395027190.27231636,3210230732.278650316341
2024-04-01,7107,6878,901,126201651113917697111988967435,126201651113.91769711,5913,5649,298,126249437647018516983260513545,126249437647.01851698,-47786533.10081987,3162444199.177830446341
2024-05-01,7676,7392,731,84570298595624303561151107825,84570298595.62430356,6426,6133,247,84491512227684666466376444338,84491512227.68466647,78786367.93963709,3241230567.117467536341
2024-06-01,5845,5614,773,112137216794020013660705218213,112137216794.02001366,5033,4833,162,112240601207824121643253726322,112240601207.82412164,-103384413.80410798,3137846153.313359556341
2024-07-01,7577,7261,863,163913749859571328611991454242,163913749859.57132861,6861,6563,229,163890148307568454081350315848,163890148307.56845408,23601552.00287453,3161447705.316234086341
2024-08-01,10537,10070,941,247919304994251358454419324716,247919304994.25135845,11077,10580,323,247903639645030008168443898969,247903639645.03000817,15665349.22135028,3177113054.537584366341
2024-09-01,5475,5323,857,106487617709457255391127211032,106487617709.45725539,6936,6683,215,106604708000611865094322908427,106604708000.61186509,-117090291.15460970,3060022763.382974666341
2024-10-01,5396,5281,885,52301526741000802888173167138,52301526741.00080289,5116,5029,159,52146127457336834685905796669,52146127457.33683469,155399283.66396820,3215422047.046942866341
2024-11-01,6725,6500,863,60064325576598394663539918278,60064325576.59839466,5531,5409,153,59773349588832905747659036032,59773349588.83290575,290975987.76548891,3506398034.812431776341
2024-12-01,6579,6356,793,36178093226133301685654404820,36178093226.13330169,6381,6174,194,36336508485167216537260862849,36336508485.16721654,-158415259.03391485,3347982775.778516926341
2025-01-01,6110,5826,593,41061568758608369998258521194,41061568758.60837000,6580,6370,157,40912052032664084282595627631,40912052032.66408428,149516725.94428572,3497499501.722802646341
2025-02-01,10236,9699,773,66736096571780595124590206519,66736096571.78059512,12931,12433,256,66972928161866292592407130907,66972928161.86629259,-236831590.08569747,3260667911.637105176341
2025-03-01,11169,10405,745,85421169044726378026711955910,85421169044.72637803,10748,10238,235,85503967322892653718712295174,85503967322.89265372,-82798278.16627569,3177869633.470829486341
2025-04-01,9300,8895,630,123407831378286777467024240476,123407831378.28677747,8126,7774,262,123357747968937531380920580435,123357747968.93753138,50083409.34924609,3227953042.820075576341
2025-05-01,9330,8640,576,104984365560071559121946263862,104984365560.07155912,9314,9097,85,104234045405825527659574501204,104234045405.82552766,750320154.24603146,3978273197.066107036341
2025-06-01,10768,9810,476,79789504416733831294465966868,79789504416.73383129,10561,10307,87,80178721956537446997140176744,80178721956.53744700,-389217539.80361571,3589055657.262491326341
2025-07-01,12373,11539,502,55109988346864457773567329761,55109988346.86445777,12138,11807,75,54969741297487546598673254604,54969741297.48754660,140247049.37691117,3729302706.639402496341
2025-08-01,15530,14563,529,26518765356954279761766039648,26518765356.95427976,10725,10390,111,25697277539461090012693071990,25697277539.46109001,821487817.49318975,4550790524.132592246341
2025-09-01,14037,13359,435,35192944751408582493429254868,35192944751.40858249,9375,9037,84,35183492278760612475719311173,35183492278.76061248,9452472.64797001,4560242996.780562256341
2025-10-01,15892,14981,415,34290736380442586859876079103,34290736380.44258686,13456,12741,84,34235198874305162567829323706,34235198874.30516257,55537506.13742429,4615780502.917986546341
2025-11-01,16477,15518,353,34548541855418699575087985822,34548541855.41869958,13379,12335,116,34749087589264837571001660793,34749087589.26483757,-200545733.84613799,4415234769.071848556341
2025-12-01,19322,18122,316,37791108094199351859710758578,37791108094.19935186,12097,11689,82,37998596048325245986100235547,37998596048.32524599,-207487954.12589413,4207746814.945954426341
2026-01-01,22226,20910,299,40059531371952696236443403729,40059531371.95269624,13262,12783,122,39937896537862904667674432382,39937896537.86290467,121634834.08979157,4329381649.035745996341
2026-02-01,27388,25332,334,26817995920049483458707525528,26817995920.04948346,16872,15916,147,26987325614658023704598005385,26987325614.65802370,-169329694.60854024,4160051954.427205756341
2026-03-01,30886,28809,313,40391069294969397124637705014,40391069294.96939712,21175,20459,52,40176417455269808211946935498,40176417455.26980821,214651839.69958891,4374703794.126794666341
2026-04-01,27823,25963,297,30348013784646966839602907768,30348013784.64696684,17543,16879,28,30337045826347660799972016127,30337045826.34766080,10967958.29930604,4385671752.426100706341
2026-05-01,18639,17256,233,28436325594309821544935361772,28436325594.30982154,16461,15056,57,28474682203934635759219521237,28474682203.93463576,-38356609.62481422,4347315142.801286486341
2026-06-01,24034,22035,298,25581050571955810660687163905,25581050571.95581066,22975,21937,116,25315235103488516062449358946,25315235103.48851606,265815468.46729460,4613130611.268581086341
