month,newly_adopted_addresses
2024-09-01,41
2024-10-01,155
2024-11-01,170
2024-12-01,201
2025-01-01,235
2025-02-01,306
2025-03-01,537
2025-04-01,239
2025-05-01,394
2025-06-01,606
2025-07-01,739
2025-08-01,731
2025-09-01,634
2025-10-01,536
2025-11-01,843
2025-12-01,1059
2026-01-01,1849
2026-02-01,563
2026-03-01,923
2026-04-01,1600
2026-05-01,1578
2026-06-01,2158
