month,newly_adopted_addresses
2023-11-01,5
2023-12-01,22
2024-01-01,33
2024-02-01,2746
2024-03-01,1303
2024-04-01,1270
2024-05-01,521
2024-06-01,594
2024-07-01,394
2024-08-01,712
2024-09-01,475
2024-10-01,834
2024-11-01,1100
2024-12-01,875
2025-01-01,797
2025-02-01,2347
2025-03-01,1185
2025-04-01,732
2025-05-01,758
2025-06-01,694
2025-07-01,976
2025-08-01,1765
2025-09-01,2029
2025-10-01,1193
2025-11-01,587
2025-12-01,801
2026-01-01,1655
2026-02-01,1123
2026-03-01,953
2026-04-01,1552
2026-05-01,957
2026-06-01,937
