month,newly_adopted_addresses
2017-12-01,9
2018-01-01,122
2018-02-01,357
2018-03-01,256
2018-04-01,707
2018-05-01,824
2018-06-01,1052
2018-07-01,1339
2018-08-01,650
2018-09-01,1125
2018-10-01,717
2018-11-01,855
2018-12-01,1289
2019-01-01,776
2019-02-01,632
2019-03-01,2016
2019-04-01,11532
2019-05-01,30349
2019-06-01,91256
2019-07-01,222259
2019-08-01,415289
2019-09-01,402964
2019-10-01,371478
2019-11-01,350771
2019-12-01,357726
2020-01-01,256557
2020-02-01,363102
2020-03-01,587396
2020-04-01,789019
2020-05-01,1033478
2020-06-01,1006067
2020-07-01,968989
2020-08-01,1068078
2020-09-01,860975
2020-10-01,779394
2020-11-01,900151
2020-12-01,896020
2021-01-01,796474
2021-02-01,708471
2021-03-01,701092
2021-04-01,896456
2021-05-01,1024411
2021-06-01,726617
2021-07-01,629385
2021-08-01,607507
2021-09-01,599042
2021-10-01,721935
2021-11-01,845181
2021-12-01,621913
2022-01-01,476646
2022-02-01,387608
2022-03-01,476910
2022-04-01,443012
2022-05-01,478403
2022-06-01,370287
2022-07-01,382674
2022-08-01,399691
2022-09-01,404338
2022-10-01,552279
2022-11-01,569520
2022-12-01,968292
2023-01-01,1071461
2023-02-01,1141465
2023-03-01,854505
2023-04-01,556974
2023-05-01,512584
2023-06-01,605045
2023-07-01,622070
2023-08-01,600439
2023-09-01,529291
2023-10-01,607721
2023-11-01,655383
2023-12-01,711248
2024-01-01,724805
2024-02-01,613917
2024-03-01,781589
2024-04-01,694217
2024-05-01,621743
2024-06-01,583569
2024-07-01,618243
2024-08-01,725131
2024-09-01,751245
2024-10-01,595566
2024-11-01,730064
2024-12-01,773375
2025-01-01,754364
2025-02-01,823695
2025-03-01,1004228
2025-04-01,1100896
2025-05-01,1033767
2025-06-01,1174951
2025-07-01,1137724
2025-08-01,1332308
2025-09-01,1400399
2025-10-01,1544530
2025-11-01,1632515
2025-12-01,2550880
2026-01-01,3970546
2026-02-01,3425006
2026-03-01,3638741
2026-04-01,2454087
2026-05-01,2841129
2026-06-01,3054246
