month,newly_adopted_addresses
2023-11-01,15
2023-12-01,140
2024-01-01,236
2024-02-01,26390
2024-03-01,15879
2024-04-01,13684
2024-05-01,4745
2024-06-01,4646
2024-07-01,3663
2024-08-01,4041
2024-09-01,2229
2024-10-01,3466
2024-11-01,3588
2024-12-01,6220
2025-01-01,4799
2025-02-01,16408
2025-03-01,8994
2025-04-01,5811
2025-05-01,4718
2025-06-01,3535
2025-07-01,6084
2025-08-01,9138
2025-09-01,12922
2025-10-01,10300
2025-11-01,4790
2025-12-01,5722
2026-01-01,12790
2026-02-01,7575
2026-03-01,5562
2026-04-01,4492
2026-05-01,3039
2026-06-01,3001
