month,newly_adopted_addresses
2018-10-01,17
2018-11-01,68
2018-12-01,35
2019-01-01,42
2019-02-01,224
2019-03-01,232
2019-04-01,305
2019-05-01,694
2019-06-01,832
2019-07-01,1093
2019-08-01,1146
2019-09-01,1309
2019-10-01,1441
2019-11-01,1122
2019-12-01,1180
2020-01-01,2148
2020-02-01,2427
2020-03-01,2933
2020-04-01,3677
2020-05-01,5261
2020-06-01,6044
2020-07-01,6733
2020-08-01,8264
2020-09-01,10653
2020-10-01,9806
2020-11-01,9113
2020-12-01,10007
2021-01-01,12123
2021-02-01,12729
2021-03-01,28812
2021-04-01,37615
2021-05-01,33778
2021-06-01,58953
2021-07-01,21298
2021-08-01,11623
2021-09-01,25153
2021-10-01,24582
2021-11-01,25504
2021-12-01,38603
2022-01-01,21044
2022-02-01,22143
2022-03-01,14690
2022-04-01,8468
2022-05-01,12372
2022-06-01,9449
2022-07-01,8497
2022-08-01,13085
2022-09-01,12969
2022-10-01,11218
2022-11-01,14453
2022-12-01,9616
2023-01-01,9400
2023-02-01,8472
2023-03-01,11297
2023-04-01,9172
2023-05-01,10381
2023-06-01,10307
2023-07-01,8644
2023-08-01,6741
2023-09-01,6788
2023-10-01,8009
2023-11-01,7599
2023-12-01,12470
2024-01-01,18827
2024-02-01,11998
2024-03-01,12428
2024-04-01,11289
2024-05-01,9643
2024-06-01,7375
2024-07-01,6975
2024-08-01,7720
2024-09-01,7994
2024-10-01,10886
2024-11-01,13534
2024-12-01,13326
2025-01-01,19516
2025-02-01,21936
2025-03-01,19987
2025-04-01,19528
2025-05-01,22675
2025-06-01,25333
2025-07-01,30107
2025-08-01,37565
2025-09-01,45056
2025-10-01,46560
2025-11-01,46076
2025-12-01,47328
2026-01-01,71839
2026-02-01,116520
2026-03-01,357595
2026-04-01,440162
2026-05-01,698331
2026-06-01,723970
