size_bucket,transfer_count,bucket_volume
<0.01,373,0.488016479310785037000000000000000000
0.01-0.1,224,7.73600237503794786500
0.1-1,742,310.87683429872664674300
1-10,2450,9240.83401839766738875200
10-100,5946,274114.9352356913451121
100-1000,22430,10207111.5891475391894000
1000-10000,69508,315158473.9178418243266124
10000-100000,98519,3007040839.7800900507598008
100000-1000000,19366,4866103664.350685080510
1000000-10000000,1730,3649135132.524818882579
>=10000000,48,848900916.601253548263
