month,newly_adopted_addresses
2023-02-01,5
2023-03-01,1
2023-06-01,3
2023-08-01,150
2023-09-01,204
2023-10-01,196
2023-11-01,230
2023-12-01,505
2024-01-01,525
2024-02-01,354
2024-03-01,570
2024-04-01,565
2024-05-01,674
2024-06-01,685
2024-07-01,884
2024-08-01,1175
2024-09-01,859
2024-10-01,846
2024-11-01,833
2024-12-01,911
2025-01-01,1126
2025-02-01,1685
2025-03-01,1787
2025-04-01,2221
2025-05-01,2137
2025-06-01,1721
2025-07-01,2000
2025-08-01,2089
2025-09-01,2525
2025-10-01,3473
2025-11-01,2994
2025-12-01,3028
2026-01-01,3552
2026-02-01,3941
2026-03-01,6915
2026-04-01,3738
2026-05-01,3372
2026-06-01,2880
