month,newly_adopted_addresses
2019-01-01,32
2019-02-01,63
2019-03-01,133
2019-04-01,56
2019-05-01,76
2019-06-01,52
2019-07-01,91
2019-08-01,112
2019-09-01,77
2019-10-01,89
2019-11-01,83
2019-12-01,53
2020-01-01,90
2020-02-01,106
2020-03-01,194
2020-04-01,109
2020-05-01,234
2020-06-01,588
2020-07-01,433
2020-08-01,859
2020-09-01,4524
2020-10-01,5320
2020-11-01,7604
2020-12-01,7957
2021-01-01,10534
2021-02-01,10238
2021-03-01,8853
2021-04-01,8588
2021-05-01,9040
2021-06-01,6957
2021-07-01,5202
2021-08-01,5205
2021-09-01,4638
2021-10-01,6954
2021-11-01,5471
2021-12-01,4284
2022-01-01,4013
2022-02-01,3009
2022-03-01,3745
2022-04-01,3111
2022-05-01,4197
2022-06-01,3969
2022-07-01,3172
2022-08-01,3333
2022-09-01,3540
2022-10-01,3019
2022-11-01,6094
2022-12-01,5753
2023-01-01,5544
2023-02-01,4591
2023-03-01,5648
2023-04-01,3777
2023-05-01,2739
2023-06-01,3620
2023-07-01,3346
2023-08-01,2965
2023-09-01,2671
2023-10-01,5014
2023-11-01,4427
2023-12-01,5265
2024-01-01,5536
2024-02-01,6362
2024-03-01,7962
2024-04-01,12469
2024-05-01,12970
2024-06-01,7197
2024-07-01,7757
2024-08-01,12314
2024-09-01,9718
2024-10-01,6922
2024-11-01,9450
2024-12-01,11740
2025-01-01,11782
2025-02-01,13105
2025-03-01,9274
2025-04-01,12315
2025-05-01,19529
2025-06-01,11275
2025-07-01,10678
2025-08-01,10486
2025-09-01,10558
2025-10-01,13875
2025-11-01,10428
2025-12-01,11146
2026-01-01,18117
2026-02-01,15533
2026-03-01,12480
2026-04-01,7043
2026-05-01,5837
2026-06-01,8303
