size_bucket,transfer_count,bucket_volume
<0.01,82987797,163912.237845611714194356000000000000000000
0.01-0.1,48814677,1976051.17138700039900701400
0.1-1,41272698,14150906.23472085910659743800
1-10,12433165,31951932.69597540311903528600
10-100,1866377,48867528.3822477378071786
100-1000,316361,98981907.0209784084965285
1000-10000,113552,265356853.2855904111100657
10000-100000,1352,26954771.2111403928808655
100000-1000000,33,5972127.374365402933
