month,mint_event_count,mint_transaction_count,unique_mint_recipients,raw_minted_amount,minted_volume,burn_event_count,burn_transaction_count,unique_burn_senders,raw_burned_amount,burned_volume,net_issuance,cumulative_net_issuance
2020-09-01,3,3,2,130000000000000000000000000,130000000.00000000,0,0,0,0,0E-36,130000000.000000000000000000000000000000000000,130000000.000000000000000000000000000000000000
2020-10-01,0,0,0,0,0E-36,1,1,1,0,0E-36,0E-36,130000000.000000000000000000000000000000000000
2021-02-01,8,8,1,130000000000000000000000000,130000000.00000000,1,1,1,0,0E-36,130000000.000000000000000000000000000000000000,260000000.000000000000000000000000000000000000
2021-03-01,9,9,1,1320000000000000000000000000,1320000000.00000000,0,0,0,0,0E-36,1320000000.000000000000000000000000000000000000,1580000000.000000000000000000000000000000000000
2021-04-01,10,10,1,1400000000000000000000000000,1400000000.00000000,2,2,2,2077821335674367163514,2077.8213356743671635,1399997922.1786643256328365,2979997922.178664325632836500000000000000000000
2021-05-01,0,0,0,0,0E-36,1,1,1,213968223726,2.13968223726000000E-7,-2.13968223726000000000000000000E-7,2979997922.178664111664612774000000000000000000
2021-06-01,1,1,1,200000000000000000000000000,200000000.00000000,1,1,1,1,1.000000000000000000E-18,199999999.999999999999999999000000000000000000,3179997922.178664111664612773000000000000000000
2021-08-01,2,2,1,200000000000000000000000000,200000000.00000000,5,5,3,325782468810,3.25782468810000000E-7,199999999.999999674217531190000000,3379997922.178663785882143963000000000000000000
2021-11-01,2,2,1,500000000000000000000000000,500000000.00000000,2,2,1,1,1.000000000000000000E-18,499999999.999999999999999999000000000000000000,3879997922.178663785882143962000000000000000000
2021-12-01,0,0,0,0,0E-36,4,4,1,0,0E-36,0E-36,3879997922.178663785882143962000000000000000000
2022-01-01,0,0,0,0,0E-36,4,4,3,917841425243410,0.00091784142524341000,-0.000917841425243410000000000000000000,3879997922.177745944456900552000000000000000000
2022-02-01,0,0,0,0,0E-36,1,1,1,1,1.000000000000000000E-18,-1.000000000000000000E-18,3879997922.177745944456900551000000000000000000
2022-03-01,0,0,0,0,0E-36,36,36,1,87530835768488,0.000087530835768488000000,-0.000087530835768488000000000000000000,3879997922.177658413621132063000000000000000000
2022-04-01,1,1,1,200000000000000000000000000,200000000.00000000,2,2,2,5000000000000001,0.00500000000000000100,199999999.99499999999999999900,4079997922.172658413621132062000000000000000000
2022-05-01,3,3,1,900000000000000000000000000,900000000.00000000,2,2,2,5081605867,5.0816058670000000000E-9,899999999.9999999949183941330000000000,4979997922.172658408539526195000000000000000000
2022-07-01,0,0,0,0,0E-36,3,3,2,101,1.0100000000000000E-16,-1.01000000000000000000E-16,4979997922.172658408539526094000000000000000000
2022-08-01,0,0,0,0,0E-36,1,1,1,2560000000000000,0.00256000000000000000,-0.002560000000000000000000000000000000,4979997922.170098408539526094000000000000000000
2022-09-01,0,0,0,0,0E-36,3,3,2,256000000,2.560000000000000000E-10,-2.56000000000000000000000000E-10,4979997922.170098408283526094000000000000000000
2022-10-01,0,0,0,0,0E-36,1,1,1,0,0E-36,0E-36,4979997922.170098408283526094000000000000000000
2022-11-01,0,0,0,0,0E-36,3,3,3,500000000000000000000000999,500000000.00000000,-500000000.000000000000000000000000000000000000,4479997922.170098408283526094000000000000000000
2022-12-01,0,0,0,0,0E-36,3,3,2,1300000000000000000000000512,1300000000.00000000,-1300000000.000000000000000000000000000000000000,3179997922.170098408283526094000000000000000000
2023-02-01,0,0,0,0,0E-36,1,1,1,1000000000000000,0.00100000000000000000,-0.001000000000000000000000000000000000,3179997922.169098408283526094000000000000000000
2023-03-01,0,0,0,0,0E-36,2,2,2,15767333765783465896,15.7673337657834659,-15.767333765783465900000000000000000000,3179997906.401764642500060194000000000000000000
2023-04-01,0,0,0,0,0E-36,5,5,4,127328146638426,0.00012732814663842600,-0.000127328146638426000000000000000000,3179997906.401637314353421768000000000000000000
2023-05-01,1,1,1,200000000000000000000000000,200000000.00000000,4,4,3,1512,1.51200000000000000E-15,199999999.99999999999999848800000000000000,3379997906.401637314353420256000000000000000000
2023-06-01,0,0,0,0,0E-36,1,1,1,44,4.4000000000000000000E-17,-4.4000000000000000000E-17,3379997906.401637314353420212000000000000000000
2023-07-01,0,0,0,0,0E-36,3,3,3,12000001,1.20000010000000000E-11,-1.2000001000000000000000000E-11,3379997906.401637314341420211000000000000000000
2023-08-01,0,0,0,0,0E-36,9,9,4,1001013829565,0.000001001013829565000000,-0.000001001013829565000000000000000000,3379997906.401636313327590646000000000000000000
2023-09-01,0,0,0,0,0E-36,4,4,4,114,1.1400000000000000E-16,-1.14000000000000000000E-16,3379997906.401636313327590532000000000000000000
2023-10-01,0,0,0,0,0E-36,60,60,4,981089227063,9.81089227063000000E-7,-9.81089227063000000000000000000E-7,3379997906.401635332238363469000000000000000000
2023-12-01,0,0,0,0,0E-36,1,1,1,100000000000000000,0.10000000000000000000,-0.100000000000000000000000000000000000,3379997906.301635332238363469000000000000000000
2024-01-01,1,1,1,200000000000000000000000000,200000000.00000000,4,4,2,5000011,5.0000110000000000E-12,199999999.9999999999949999890000000000,3579997906.301635332233363458000000000000000000
2024-02-01,0,0,0,0,0E-36,6,6,4,10010000000000076074,10.0100000000000761,-10.010000000000076100000000000000000000,3579997896.291635332233287358000000000000000000
2024-03-01,0,0,0,0,0E-36,4,4,3,2050000000001000000,2.0500000000010000,-2.050000000001000000000000000000000000,3579997894.241635332232287358000000000000000000
2024-04-01,2,2,1,400000000000000000000000000,400000000.00000000,2,2,2,522070312501000000,0.52207031250100000000,399999999.47792968749900000000,3979997893.719565019731287358000000000000000000
2024-05-01,0,0,0,0,0E-36,2,2,1,2000000000000000000,2.0000000000000000,-2.000000000000000000000000000000000000,3979997891.719565019731287358000000000000000000
2024-06-01,0,0,0,0,0E-36,4,4,4,101000000000000010001,101.0000000000000100,-101.000000000000010000000000000000000000,3979997790.719565019731277358000000000000000000
2024-07-01,1,1,1,4999340730000000000000000,4999340.730000000000,6,6,6,201700000000001000000,201.7000000000010000,4999139.0299999999990000,3984996929.749565019730277358000000000000000000
2024-08-01,0,0,0,0,0E-36,9,9,8,502003000000000000000,502.0030000000000000,-502.003000000000000000000000000000000000,3984996427.746565019730277358000000000000000000
2024-09-01,0,0,0,0,0E-36,11,11,5,100001768357460794236,100.0017683574607942,-100.001768357460794200000000000000000000,3984996327.744796662269483158000000000000000000
