month,newly_adopted_addresses
2020-09-01,1327
2020-10-01,1780
2020-11-01,1458
2020-12-01,2149
2021-01-01,8489
2021-02-01,29072
2021-03-01,41609
2021-04-01,57256
2021-05-01,49413
2021-06-01,31198
2021-07-01,47888
2021-08-01,57735
2021-09-01,51072
2021-10-01,88558
2021-11-01,98332
2021-12-01,67049
2022-01-01,67307
2022-02-01,47106
2022-03-01,59100
2022-04-01,51815
2022-05-01,47571
2022-06-01,47159
2022-07-01,35253
2022-08-01,46041
2022-09-01,31941
2022-10-01,30576
2022-11-01,44612
2022-12-01,35475
2023-01-01,32228
2023-02-01,30911
2023-03-01,50115
2023-04-01,40354
2023-05-01,47034
2023-06-01,42389
2023-07-01,32461
2023-08-01,30142
2023-09-01,30530
2023-10-01,31385
2023-11-01,36840
2023-12-01,50672
2024-01-01,60021
2024-02-01,105210
2024-03-01,155127
2024-04-01,261554
2024-05-01,308754
2024-06-01,138409
2024-07-01,83789
2024-08-01,113884
2024-09-01,46305
2024-10-01,51010
2024-11-01,70469
2024-12-01,92415
2025-01-01,684109
2025-02-01,97269
2025-03-01,74939
2025-04-01,73785
2025-05-01,77836
2025-06-01,174758
2025-07-01,75237
2025-08-01,56688
2025-09-01,46250
2025-10-01,53070
2025-11-01,43715
2025-12-01,41446
2026-01-01,50739
2026-02-01,61115
2026-03-01,61631
2026-04-01,69676
2026-05-01,63832
2026-06-01,106356
2026-07-01,137076
2026-08-01,103710
