size_bucket,transfer_count,bucket_volume
<0.01,122980621,160945.424326936713747363000000000000000000
0.01-0.1,22927540,803114.17809437613723987500
0.1-1,7351796,2044982.94951612496056362500
1-10,1054564,3056329.44893499235993465200
10-100,260089,9239895.2522776966814430
100-1000,89388,18417023.3250712830372081
1000-10000,1463,2664825.6523931615107072
10000-100000,23,377082.4129403979380000
