month,newly_adopted_addresses
2020-09-01,504
2020-10-01,1732
2020-11-01,936
2020-12-01,1741
2021-01-01,3916
2021-02-01,15076
2021-03-01,20342
2021-04-01,23825
2021-05-01,33366
2021-06-01,27054
2021-07-01,16203
2021-08-01,22931
2021-09-01,19756
2021-10-01,27018
2021-11-01,41839
2021-12-01,29038
2022-01-01,19478
2022-02-01,14373
2022-03-01,20912
2022-04-01,20157
2022-05-01,19060
2022-06-01,10155
2022-07-01,10338
2022-08-01,9128
2022-09-01,10593
2022-10-01,12361
2022-11-01,15245
2022-12-01,8352
2023-01-01,7670
2023-02-01,7370
2023-03-01,9745
2023-04-01,5188
2023-05-01,11465
2023-06-01,9777
2023-07-01,9780
2023-08-01,7316
2023-09-01,6329
2023-10-01,6714
2023-11-01,7153
2023-12-01,9941
2024-01-01,25334
2024-02-01,16412
2024-03-01,22970
2024-04-01,15423
2024-05-01,8008
2024-06-01,5503
2024-07-01,5204
2024-08-01,5072
2024-09-01,4765
2024-10-01,4942
2024-11-01,5988
2024-12-01,6319
2025-01-01,5089
2025-02-01,3866
2025-03-01,3380
2025-04-01,3651
2025-05-01,4821
2025-06-01,5365
2025-07-01,8984
2025-08-01,11350
2025-09-01,12088
2025-10-01,14426
2025-11-01,10658
2025-12-01,11552
2026-01-01,11264
2026-02-01,12087
2026-03-01,8451
2026-04-01,7424
2026-05-01,7147
2026-06-01,9857
2026-07-01,16230
2026-08-01,4335
