month,newly_adopted_addresses
2020-09-01,9029
2020-10-01,9837
2020-11-01,6925
2020-12-01,14075
2021-01-01,22874
2021-02-01,96448
2021-03-01,212973
2021-04-01,470531
2021-05-01,744500
2021-06-01,384964
2021-07-01,428112
2021-08-01,729825
2021-09-01,795822
2021-10-01,1061086
2021-11-01,1478157
2021-12-01,1127083
2022-01-01,983567
2022-02-01,942033
2022-03-01,1365245
2022-04-01,1149402
2022-05-01,1189138
2022-06-01,1298531
2022-07-01,1310969
2022-08-01,984254
2022-09-01,1394502
2022-10-01,1122111
2022-11-01,1639074
2022-12-01,2836846
2023-01-01,2765635
2023-02-01,4863626
2023-03-01,7010728
2023-04-01,7362985
2023-05-01,7396326
2023-06-01,4575535
2023-07-01,6104009
2023-08-01,6151811
2023-09-01,4761346
2023-10-01,3880110
2023-11-01,4015067
2023-12-01,3678279
2024-01-01,3410264
2024-02-01,2569224
2024-03-01,3903665
2024-04-01,3714116
2024-05-01,5063800
2024-06-01,6351740
2024-07-01,4470969
2024-08-01,3403203
2024-09-01,4200268
2024-10-01,4494213
2024-11-01,5251421
2024-12-01,6950451
2025-01-01,6767972
2025-02-01,6585752
2025-03-01,9467845
2025-04-01,5695131
2025-05-01,9316420
2025-06-01,10207408
2025-07-01,12073126
2025-08-01,10455213
2025-09-01,9490559
2025-10-01,11176194
2025-11-01,10247324
2025-12-01,12249277
2026-01-01,10001836
2026-02-01,9590464
2026-03-01,11362664
2026-04-01,11329180
2026-05-01,13190044
2026-06-01,13053219
2026-07-01,14117358
2026-08-01,5717184
