month,symbol,token_volume,transfer_count,active_addresses,newly_adopted_addresses,genius_qualifying_transfer_volume,average_transfer_size,volume_per_active_address,transfers_per_active_address
2024-04-01,BTC,580206.477300312,2696866,376179,282830,580206.477300312,0.21514101082527348,1.5423680675963092,7.169103006813246
2024-05-01,BTC,547801.3545562834,2807140,492587,326751,547801.3545562834,0.19514571932867025,1.1120905638116383,5.698769963478533
2024-06-01,BTC,684916.5049216592,2441967,338605,151214,684916.5049216592,0.2804773794738665,2.0227595721317146,7.211845660873289
2024-07-01,BTC,535202.3584576229,2379615,189731,95527,535202.3584576229,0.22491132324246693,2.8208482454507853,12.54204637091461
2024-08-01,BTC,762992.8550012801,2734101,230640,133861,762992.8550012801,0.2790653509147175,3.3081549384377387,11.85440946930281
2024-09-01,BTC,455906.28839805565,1661950,135038,63266,455906.28839805565,0.2743200989187735,3.376133298760761,12.30727647032687
2024-10-01,BTC,498158.3164501329,2057004,148111,61367,498158.3164501329,0.24217663964199043,3.3634120116003055,13.888259481064877
2024-11-01,BTC,644856.6973816438,3040182,189810,83527,644856.6973816438,0.21211121484886228,3.3973799977959214,16.01697486960645
2024-12-01,BTC,613154.5842369824,2955682,205450,108688,613154.5842369824,0.2074494428822121,2.98444674732043,14.38638111462643
2025-01-01,BTC,557989.0676268368,6086936,899066,701289,557989.0676268368,0.09166994159735486,0.6206319309448214,6.770288276945186
2025-02-01,BTC,717485.323202031,3057769,214771,115630,717485.323202031,0.23464340282147897,3.3406992713263475,14.237345824156893
2025-03-01,BTC,781837.2796367079,3121490,254386,89606,781837.2796367079,0.2504692565527065,3.073428882236868,12.270683135078189
2025-04-01,BTC,849724.8717752588,3154195,196951,91217,849724.8717752588,0.2693951616102552,4.314397346422505,16.01512558961366
2025-05-01,BTC,592429.4983725204,3571472,221321,102792,592429.4983725204,0.16587824246487734,2.6767884582688515,16.137067878782403
2025-06-01,BTC,457950.18856182264,3670469,282045,191982,457950.18856182264,0.12476612350133529,1.6236777413597923,13.01377085216898
2025-07-01,BTC,546104.8923181992,4834835,203292,90815,546104.8923181992,0.1129521260432257,2.6863078346329377,23.782711567597346
2025-08-01,BTC,1919553.6868473196,4366834,164626,71954,1919553.6868473196,0.4395756025640818,11.660088241513003,26.52578572036009
2025-09-01,BTC,2046700.8120346249,3561328,155600,61703,2046700.8120346249,0.5747015753771135,13.153604190453887,22.88771208226221
2025-10-01,BTC,11553174.97605449,11751342,173111,77053,11553174.97605449,0.983136647376486,66.7385375629191,67.8832772036439
2025-11-01,BTC,16124293.72155188,7503755,144083,60306,16124293.72155188,2.1488299819959313,111.90975841391337,52.07939173948349
2025-12-01,BTC,26321640.878203984,5517621,129213,56340,26321640.878203984,4.7704691710800695,203.70737370236728,42.70174827610225
2026-01-01,BTC,23758014.724044837,6482498,151457,76151,23758014.724044837,3.6649474822892096,156.86310123695065,42.800913790712876
2026-02-01,BTC,15692577.63395643,7440815,163793,86177,15692577.63395643,2.1089863991990705,95.80737659091922,45.4281623756815
2026-03-01,BTC,10207754.944041524,6732810,152664,81501,10207754.944041524,1.5161210466419703,66.86419158440447,44.10214588901116
2026-04-01,BTC,8568040.784035513,8199366,172291,83157,8568040.784035513,1.0449638159871768,49.73005429207279,47.5902165522285
2026-05-01,BTC,10897754.098525554,5807245,150675,75343,10897754.098525554,1.8765790144079602,72.32622597329055,38.541529782644766
2026-06-01,BTC,11320744.990363022,8313126,207936,122892,11320744.990363022,1.3617915800100975,54.44341042610718,39.97925323176362
2019-11-01,DAI,1108439134.853176,65026,6457,6457,1108439134.1792872,17046.091320076386,171664.72585615242,10.07062103143875
