month,symbol,token_volume,transfer_count,active_addresses,newly_adopted_addresses,genius_qualifying_transfer_volume,average_transfer_size,volume_per_active_address,transfers_per_active_address
2022-10-01,DAI,82111812015.14015,309198.0,72416,35005,82111812010.41132,265563.85232249665,1133890.466404388,4.269747017233761
2022-11-01,DAI,112249357843.14314,480347.0,101631,50452,112249357831.00298,233683.8948322837,1104479.5175009903,4.726382698192481
2022-12-01,DAI,21610698723.3606,308642.0,85134,44439,21610698712.559456,70018.65822719998,253843.33783635913,3.625367068386309
2023-01-01,DAI,18535835560.633064,339991.0,95340,51721,18535835553.325413,54518.60653171823,194418.24586357316,3.5660897839311936
2023-02-01,DAI,18144390939.612732,288501.0,91095,45538,18144390935.330925,62891.95162349845,199180.97524137146,3.1670344146220977
2023-03-01,DAI,50342154858.04473,451742.0,102189,50710,50342154851.04781,111440.05837634715,492637.7091276432,4.420651929268317
2023-04-01,DAI,19088732801.650116,219650.0,55368,23679,19088732795.81279,86905.2255670967,344761.10391652427,3.967092905649473
2023-05-01,DAI,15408919558.152508,219056.0,61788,34424,15408919543.790506,70342.37612204417,249383.69194912456,3.5452838738913703
2023-06-01,DAI,19024044058.968296,232813.0,76836,29072,19024044046.64571,81713.83920419269,247592.84787037713,3.029998958821386
2023-07-01,DAI,32765732964.298798,195594.0,55238,28430,32765732956.5529,167519.1107935463,593173.7746532966,3.5409319671240813
2023-08-01,DAI,27606914999.25546,209118.0,54751,26714,27606914992.004116,132015.96702342274,504226.68077761977,3.8194370879070703
2023-09-01,DAI,27316503437.779114,178720.0,48830,21585,27316503431.254524,152845.25196539014,559420.5086581837,3.660045054269916
2023-10-01,DAI,68858787773.49458,224735.0,51934,24243,68858787768.40189,306399.92777449836,1325890.3179707818,4.327319289867909
2023-11-01,DAI,91077321897.19778,232289.0,49489,22610,91077321889.82489,392086.2455382084,1840354.864660789,4.69375012629069
2023-12-01,DAI,80496835968.58815,288075.0,54864,26544,80496835952.36024,279430.1343482088,1467206.838155952,5.250710848643919
2024-01-01,DAI,163361785402.8085,398175.0,74544,43439,163361785372.31702,410276.3492743568,2191481.3452834366,5.341476175144881
2024-02-01,DAI,117361658081.11171,284919.0,59849,31832,117361658067.41302,411912.36129360634,1960962.7242077847,4.760630921151565
2024-03-01,DAI,113695671408.40883,370045.0,80794,41460,113695671392.586,307248.2303303274,1407229.1433572893,4.580104958288982
2024-04-01,DAI,384389431991.92316,383181.0,59354,30563,384389431955.2724,1003153.684434438,6476217.8116373485,6.455858071907538
2024-05-01,DAI,231284444849.09995,328486.0,48352,22051,231284444803.62244,704092.2438205051,4783348.048666031,6.793638318994043
2024-06-01,DAI,228649655056.2626,265663.0,42763,18749,228649654987.76755,860675.573895377,5346903.983730389,6.212450015200056
2024-07-01,DAI,317350711318.32794,315285.0,44643,19978,317350711183.06354,1006551.8853832677,7108633.185904351,7.0623614004435185
2024-08-01,DAI,466571406351.60345,369638.0,53904,23582,466571406271.75,1262238.7478336913,8655598.96021823,6.857338972989018
2024-09-01,DAI,205087319884.9792,283962.0,42608,20457,205087319822.2747,722235.08716756,4813352.419380848,6.6645230942546
2024-10-01,DAI,107015290446.48904,269148.0,40617,19783,107015290369.63852,397607.60016659426,2634741.375445972,6.626486446561785
2024-11-01,DAI,120286267920.92807,339220.0,48300,22262,120286267871.65259,354596.627178977,2490398.9217583453,7.023188405797101
2024-12-01,DAI,85742738755.47293,337907.0,50017,24091,85742738731.26732,253746.55964885995,1714271.9226557557,6.755843013375452
2025-01-01,DAI,87079128473.78336,288548.0,42653,20386,87079128451.10518,301783.85728234187,2041571.0143198217,6.765010667479427
2025-02-01,DAI,128798122113.47112,398420.0,50685,27356,128798122092.42949,323272.2305417135,2541148.7050107745,7.86070829634014
2025-03-01,DAI,180932082356.8522,459707.0,54900,28589,180932082333.94022,393581.30795036885,3295666.3452978544,8.373533697632059
2025-04-01,DAI,220112376052.7544,403801.0,49429,25030,220112376024.72723,545101.1167003728,4453101.945270072,8.16931356086508
2025-05-01,DAI,261524858170.01193,406843.0,48459,26496,261524858101.70276,642815.1844856683,5396827.383355248,8.395612786066572
2025-06-01,DAI,228640893823.98962,359833.0,51139,29205,228640893772.4932,635408.3526871998,4470969.198146026,7.0363714581826
2025-07-01,DAI,151983937855.0679,442219.0,63200,40878,151983937786.06494,343684.7756113259,2404809.1432763906,6.997136075949367
2025-08-01,DAI,72722989761.64969,545293.0,82603,51919,72722989668.97443,133364.97932116207,880391.6293796798,6.601370410275655
2025-09-01,DAI,70942208014.07532,527704.0,81000,52365,70942207945.62,134435.607737709,875829.7285688311,6.514864197530864
2025-10-01,DAI,67640737175.09596,702469.0,100303,66870,67640737125.18635,96289.99589332248,674364.0486834488,7.0034694874530175
2025-11-01,DAI,61115794614.37798,655418.0,90164,56238,61115794530.20373,93247.04925742614,677829.2291200255,7.269176167871878
2025-12-01,DAI,55560165530.288445,631002.0,109315,78680,55560165161.0606,88050.69581564021,508257.4718043127,5.77232767689704
2026-01-01,DAI,54239427449.21942,625297.0,153668,120238,54239427077.45987,86741.86359035765,352965.0119037107,4.069142567092693
2026-02-01,DAI,39301342178.127815,743648.0,133372,100161,39301341990.22603,52849.38840718462,294674.61069885595,5.575743034519989
2026-03-01,DAI,54702500588.27764,661421.0,133787,96696,54702500385.29061,82704.51102291976,408877.5485531303,4.943836097677652
2026-04-01,DAI,42846846653.61669,555914.0,140916,60211,42846846505.66345,77074.59518138319,304059.4868830842,3.945002696641971
2026-05-01,DAI,40884554605.32183,413010.0,77974,44460,40884554472.692955,98991.68173335501,524335.7350568373,5.29676558852951
2026-06-01,DAI,35393594227.64741,507246.0,67092,46305,35393594098.24508,69775.99448442191,527538.21957383,7.560454301556073
2025-03-01,USD1,215975837.3876,124.0,37,37,215975837.38750002,1741740.624092742,5837184.79425946,3.3513513513513513
2025-04-01,USD1,7293415401.614998,119901.0,3312,3304,7293415400.374238,60828.645302159595,2202118.1768161226,36.20199275362319
2025-05-01,USD1,10901949839.886425,4560228.0,78586,77881,10901949477.74921,2390.6588613001827,138726.3614369789,58.02850380474894
2025-06-01,USD1,43649595638.74321,23735158.0,2717665,2691593,43649594295.61771,1839.0269108643686,16061.433487476643,8.733658489916895
2025-07-01,USD1,33188897519.19104,24507978.0,1603135,1322659,33188896408.311573,1354.207858694486,20702.496994445908,15.287532241514283
2025-08-01,USD1,19390940252.839645,13313488.0,799110,736355,19390939739.341984,1456.488317662658,24265.67087489788,16.660394689091614
2025-09-01,USD1,17570849944.665424,8426966.0,605020,468804,17570849570.837944,2085.074221355342,29041.76712284788,13.928408978215597
2025-10-01,USD1,15394281057.055624,13018052.0,527210,445864,15394280558.115974,1182.5333435537034,29199.52401710063,24.69234650329091
2025-11-01,USD1,11865980734.808605,12599648.0,267156,187414,11865980332.7625,941.7707806410544,44415.92453401236,47.16213747772837
2025-12-01,USD1,14195262635.59118,10135303.0,170238,146067,14195261938.09962,1400.5759806193876,83384.80618658103,59.53607890130288
2026-01-01,USD1,27176453611.556396,29152172.0,443373,406974,27176450779.684643,932.2273064142405,61294.78703384373,65.75089597246563
2026-02-01,USD1,14639938013.395008,16646545.0,137707,109484,14639936340.898445,879.4579500369864,106312.22823382259,120.88379675688236
2026-03-01,USD1,10773377145.833542,12769498.0,113772,85856,10773374691.054129,843.6803616754652,94692.69368415377,112.23761558204127
2026-04-01,USD1,11011865690.401049,9208455.0,93819,36723,11011864088.48339,1195.8427432705475,117373.51379146067,98.15128065743613
2026-05-01,USD1,11411477220.361412,9093441.0,72350,40194,11411476375.663507,1254.912895532451,157726.0154852994,125.68681409813406
2026-06-01,USD1,20575185055.173866,6578888.0,89163,54427,20575184588.15411,3127.4562795648917,230759.22810104938,73.78495564303579
2018-09-01,USDC,6323128.249536,173.0,74,74,6323128.249535,36549.87427476879,85447.6790477838,2.3378378378378377
2018-10-01,USDC,318625922.508417,1790.0,944,908,318625922.508416,178003.30866391954,337527.4602843401,1.896186440677966
2018-11-01,USDC,415728229.050272,16424.0,7601,7370,415728229.022474,25312.239955094617,54693.88620579818,2.1607683199579
2018-12-01,USDC,954203639.278228,31446.0,14901,13768,954203639.226494,30344.197647602046,64036.214970688416,2.1103281658949062
2019-01-01,USDC,3040370702.1796193,35770.0,16854,14782,3040370701.9889493,84997.78311403269,180394.60675089707,2.1223448439539574
2019-02-01,USDC,1205443591.275298,38464.0,17690,14832,1205443591.063555,31339.527637883606,68142.6563750875,2.174335782928208
2019-03-01,USDC,549449698.713434,45730.0,20289,16547,549449698.156495,12015.081962748633,27081.162142709545,2.2539307013652716
2019-04-01,USDC,1328633888.840148,62828.0,28066,23037,1328633888.662368,21147.1619128791,47339.624059009046,2.238580488847716
2019-05-01,USDC,1692911615.618176,105415.0,50781,42516,1692911612.589196,16059.494498782868,33337.5005537145,2.075874835076111
2019-06-01,USDC,1814892591.58,119825.0,53899,43742,1814892589.209501,15146.193108362204,33672.10136700124,2.2231395758733927
2019-07-01,USDC,2551729804.231648,122996.0,46464,36200,2551729803.183053,20746.445438738276,54918.42726049518,2.647124655647383
2019-08-01,USDC,2133313347.96942,106001.0,38894,28953,2133313347.070833,20125.407751538503,54849.42016684887,2.7253818069625133
2019-09-01,USDC,2224891632.777264,92231.0,37514,27268,2224891632.004884,24123.03490155028,59308.301774731146,2.4585754651596736
2019-10-01,USDC,2644888881.746746,114862.0,43678,31574,2644888880.69602,23026.665744075675,60554.25801883663,2.629744951691927
2019-11-01,USDC,2565497816.94496,120438.0,43127,31123,2565497815.473734,21301.398358273418,59487.04563139009,2.7926357038514156
2019-12-01,USDC,2374022912.7248807,111478.0,41965,30310,2374022911.302897,21295.88718225028,56571.49797986133,2.6564518050756583
2020-01-01,USDC,3405731553.014237,149105.0,53215,39110,3405731551.2374253,22841.162611833442,63999.465432946294,2.8019355444893357
2020-02-01,USDC,3100613345.269172,218509.0,70915,52136,3100613342.8020797,14189.86560188404,43722.954879350946,3.081280406120003
2020-03-01,USDC,6402134190.227404,382481.0,93933,73127,6402134184.080172,16738.437161794107,68156.39008897197,4.071849083921519
2020-04-01,USDC,4067174104.634311,320676.0,93019,70288,4067174094.441527,12683.125941578188,43724.1220034005,3.4474247196809253
2020-05-01,USDC,4128318780.8213954,329001.0,113918,88032,4128318771.3970437,12548.043232078455,36239.38956812264,2.8880510542671045
2020-06-01,USDC,7571920339.364299,405282.0,127609,92876,7571920323.247477,18683.090596788104,59336.88328694919,3.175967212343957
2020-07-01,USDC,18135601324.26012,597663.0,159447,118073,18135601309.149757,30344.192812922596,113740.6243093951,3.7483489811661554
2020-08-01,USDC,24483427217.67193,733053.0,217280,145251,24483427206.26019,33399.259270830604,112681.45810784209,3.3737711708394698
2020-09-01,USDC,51770797585.02242,956956.0,198348,147029,51770797574.35055,54099.45449357185,261009.92994646996,4.8246314558251155
2020-10-01,USDC,47704645185.85346,1166528.0,404826,341026,47704645181.17937,40894.556479723906,117839.87487427553,2.8815540503821393
2020-11-01,USDC,35939031126.251625,1600985.0,727315,637157,35939031122.06561,22448.07485520827,49413.295650786284,2.2012264287138312
2020-12-01,USDC,44178800766.067,1469422.0,475529,382136,44178800760.65184,30065.427603950287,92904.53529872416,3.090078628222464
2021-01-01,USDC,92378007907.17612,1621085.0,433312,324040,92378007903.50566,56985.295591227885,213190.5137803156,3.741149564286242
2021-02-01,USDC,187762537143.04626,1808877.0,529037,405716,187762537139.4823,103800.61062166322,354913.8097014883,3.4191880719117944
2021-03-01,USDC,309030334520.0918,2085854.0,593195,451637,309030334513.67535,148155.30450054287,520959.10201551224,3.516304082131508
2021-04-01,USDC,482706937090.6279,2852077.0,853883,650272,482706937080.51794,169247.51227982904,565308.0540198457,3.340126223381892
2021-05-01,USDC,297864481231.9149,3111697.0,721993,478209,297864481215.77313,95724.12777200773,412558.68302312476,4.309871425346229
2021-06-01,USDC,205385682199.44427,3280951.0,651177,399706,205385682179.58084,62599.436010955615,315406.84360695217,5.038493374305296
2021-07-01,USDC,180691322950.09717,3087809.0,609116,387091,180691322917.72095,58517.64889529144,296645.17587798904,5.069328338116221
2021-08-01,USDC,180285799210.29495,2988009.0,610886,356413,180285799117.11554,60336.4310874283,295121.838133948,4.891271039113681
2021-09-01,USDC,198207281694.71176,3284747.0,711163,430610,198207281614.75534,60341.71935152246,278708.65286117495,4.618838437882736
2021-10-01,USDC,205993720215.2758,3309486.0,753170,453418,205993720135.24567,62243.41790092047,273502.29060540884,4.394075706679767
2021-11-01,USDC,224986798358.91077,3595811.0,795794,487198,224986798286.06955,62569.13900259762,282719.8978113818,4.518519868207099
2021-12-01,USDC,230794319106.3691,3475126.0,804226,449732,230794319069.313,66413.22331026645,286976.94318060984,4.32108138757016
2022-01-01,USDC,244824526032.5522,3179692.0,700325,387450,244824525996.40268,76996.30215643613,349587.01464684564,4.540309142183986
2022-02-01,USDC,192340936900.26862,2399327.0,560512,293613,192340936873.58188,80164.5365027701,343152.2195782938,4.28059880965974
2022-03-01,USDC,258259168305.11066,3032550.0,673043,330626,258259168278.78568,85162.37762898738,383718.6751888225,4.505729945932132
2022-04-01,USDC,221226986576.72177,3020798.0,589787,297368,221226986552.31595,73234.61765808768,375096.41035953956,5.121845683272096
2022-05-01,USDC,420883096776.955,5320464.0,875722,472329,420883096733.0896,79106.46453638059,480612.6793399675,6.075517116162435
2022-06-01,USDC,362428384550.71875,5022212.0,821191,385857,362428384515.18463,72165.09070409306,441344.80839502474,6.115766003280601
2022-07-01,USDC,356731723285.81085,3878252.0,680325,297239,356731723253.62665,91982.6053731492,524354.8646394162,5.700587219343696
2022-08-01,USDC,428525092506.0412,3422133.0,635465,254992,428525092442.8483,125221.6358753001,674348.8508510165,5.385242302880568
2022-09-01,USDC,376376176345.2454,3172008.0,601353,246676,376376176307.6277,118655.4940301625,625882.2627395979,5.274785359015421
2022-10-01,USDC,299793327480.6767,2734193.0,530603,208818,299793327441.69696,109646.0006450521,565004.9613000241,5.152991973283227
2022-11-01,USDC,555635127603.1255,3906885.0,853519,330855,555635127554.7703,142219.4734564161,650993.2732641282,4.577384920546584
2022-12-01,USDC,441150886265.8667,2826712.0,809543,470801,441150886197.954,156065.02756487182,544938.1765587087,3.4917379311537498
2023-01-01,USDC,465875943079.50757,3241830.0,938134,537612,465875942985.50385,143707.70305213533,496598.5062683024,3.4556150827067347
2023-02-01,USDC,290881279524.02686,3277077.0,936229,565364,290881279430.55005,88762.41828634178,310694.5838294123,3.500294265612366
2023-03-01,USDC,430949485132.9246,4007495.0,1037836,535894,430949484900.6949,107535.87587774779,415238.5204723334,3.861395249345754
2023-04-01,USDC,158765784620.04593,2702802.0,652757,344375,158765784503.26675,58741.182115177784,243223.4118056887,4.140594432537682
2023-05-01,USDC,115748075787.22174,2674117.0,686375,382308,115748075436.67676,43284.59653660507,168636.7886173327,3.896
2023-06-01,USDC,181141848046.56335,3168389.0,860016,476166,181141847589.12003,57171.593383615465,210626.13724228778,3.6841047143308963
2023-07-01,USDC,143136677378.57306,3060997.0,895257,517478,143136676841.13828,46761.4561011129,159883.33783324013,3.419126574827117
2023-08-01,USDC,155102697209.86536,2747575.0,694084,357247,155102696888.6364,56450.75999331644,223463.87066963848,3.9585626523590807
2023-09-01,USDC,124755815045.67128,2533183.0,588464,284166,124755814677.60771,49248.6388380183,212002.4590215736,4.304737418091846
2023-10-01,USDC,152586183688.2942,3154839.0,680494,334367,152586183258.8162,48365.75915880848,224228.5511529774,4.636101126534547
2023-11-01,USDC,146770886014.32816,3708309.0,669480,336916,146770885686.92996,39578.925512121554,219231.17346945114,5.539088546334469
2023-12-01,USDC,149670630587.08673,4424333.0,787295,399905,149670630066.61313,33828.97039318992,190107.43188650598,5.619663531458983
2024-01-01,USDC,190816335904.1174,4415561.0,824039,445559,190816335342.36652,43214.51687392984,231562.26332020378,5.358436918640987
2024-02-01,USDC,169201485064.15298,3561286.0,720034,362313,169201484792.29822,47511.34415834567,234990.96579349446,4.945996994586367
2024-03-01,USDC,285952671372.117,5261166.0,942018,518728,285952671059.44293,54351.577399276684,303553.29873963876,5.584995191174691
2024-04-01,USDC,281703514349.428,6197391.0,904247,489613,281703513884.1597,45455.178458832066,311533.8113916087,6.853648394741702
2024-05-01,USDC,238217837446.7799,5042426.0,939034,543914,238217836832.70563,47242.703578139895,253683.93204801946,5.369801306448967
2024-06-01,USDC,204343000745.55783,3975299.0,840579,427076,204343000328.70096,51403.17755436785,243097.91315933163,4.729239012632959
2024-07-01,USDC,233211830300.04755,4339591.0,903077,501874,233211829646.89545,53740.50910486621,258241.3573815384,4.805338858148309
2024-08-01,USDC,259243681750.74738,4556020.0,811717,428509,259243681239.12878,56901.34837843749,319376.9278587825,5.612818260551399
2024-09-01,USDC,207569918887.63583,4431656.0,873706,506505,207569918513.75888,46838.003336395894,237574.10260160264,5.0722508486836535
2024-10-01,USDC,245797023901.43372,4539753.0,848849,464787,245797023409.28098,54143.25920579401,289565.07447312033,5.348127876689493
2024-11-01,USDC,371766049247.49457,5838066.0,1019617,520534,371766048817.2578,63679.65843778707,364613.42763752915,5.725744078413757
2024-12-01,USDC,394162654747.9903,6969534.0,1245287,714576,394162654314.57086,56555.09454643178,316523.5441693283,5.596729107426642
2025-01-01,USDC,455059400256.1635,7993557.0,1497161,941904,455059399737.3334,56928.27357549754,303948.2061422676,5.339143218398021
2025-02-01,USDC,497899661835.957,9649571.0,1385118,778680,497899661300.6869,51598.1136675078,359463.71488635405,6.966605733229948
2025-03-01,USDC,580082099062.6423,10777181.0,1514519,862012,580082098558.0555,53825.03073466573,383014.0784385289,7.115910067816911
2025-04-01,USDC,624096659962.9963,11034463.0,1686111,977075,624096659228.856,56558.86101832558,370139.723875235,6.544327745919456
2025-05-01,USDC,622436719992.4241,53301677.0,2015099,1252189,622436717225.9751,11677.619772187938,308886.4219536728,26.451145576470438
2025-06-01,USDC,582027757119.6904,49608338.0,2081981,1240873,582027754722.983,11732.458255767066,279554.7880214519,23.827469126759564
2025-07-01,USDC,743328243138.2083,34103998.0,2302928,1388990,743328240702.1805,21795.92670343754,322775.28569638665,14.808972751210632
2025-08-01,USDC,1096628164049.9237,36662079.0,2541674,1503656,1096628161390.199,29911.78327312532,431459.01640018495,14.424382906698499
2025-09-01,USDC,1057195970181.2473,54864879.0,2726378,1577200,1057195967416.6265,19269.084096888768,387765.73541205487,20.1237242231268
2025-10-01,USDC,1633215959535.4678,81904211.0,3247122,1867465,1633215956844.5737,19940.561503541907,502973.3898312006,25.223632188750532
2025-11-01,USDC,1418269856458.1897,54360036.0,3349636,1784222,1418269853635.8357,26090.303796631695,423410.1426119703,16.228639768619637
2025-12-01,USDC,1632315240282.0217,43364466.0,3544189,2257254,1632315232639.2917,37641.76947640245,460561.00289291056,12.235370630629461
2026-01-01,USDC,1573937368219.7202,47997179.0,4296168,2894258,1573937358953.1145,32792.288875000646,366358.43109946355,11.172090802780524
2026-02-01,USDC,1691352002184.1086,37439689.0,4185080,2973908,1691351997186.1165,45175.37517969544,404138.511613663,8.945991235531936
2026-03-01,USDC,1842596204463.4995,41262324.0,4242271,2864718,1842596197282.7417,44655.65723546598,434341.93724622956,9.726470562583106
2026-04-01,USDC,1166646018462.286,37361055.0,3210975,1915200,1166646012081.8088,31226.25986021564,363330.76977001876,11.635423819867798
2026-05-01,USDC,964192309639.647,43180210.0,3437680,2212069,964192302076.4606,22329.495434979603,280477.6214306297,12.560857904167927
2026-06-01,USDC,1621212062223.3672,41020309.0,3787249,2421282,1621212053607.8262,39522.18043037721,428071.1572498579,10.831162408386668
2023-11-01,USDE,351194.91977636394,45.0,15,15,351194.91567470494,7804.331459437888,23412.994651757595,3.0
2023-12-01,USDE,110202114.0336926,476.0,154,140,110202114.03369059,231517.04628926594,715598.143075926,3.090909090909091
2024-01-01,USDE,113330147.17014164,1030.0,302,236,113330147.17014162,110029.26909722488,375265.38798060146,3.410596026490066
2024-02-01,USDE,1962752876.102795,85717.0,26670,26390,1962752876.0278056,22898.05844847353,73594.03359965485,3.2139857517810273
2024-03-01,USDE,5215652008.968188,75524.0,23033,15886,5215652008.76863,69059.53086129746,226442.58277116262,3.2789475969261495
2024-04-01,USDE,13137708361.666327,149761.0,32919,13702,13137708361.082108,87724.49677207088,399091.96396203793,4.54937877821319
2024-05-01,USDE,7131924939.034631,69250.0,13042,4754,7131924938.758548,102988.08575824618,546842.8875199073,5.309768440423248
2024-06-01,USDE,10493279333.438433,58924.0,10588,4657,10493279333.12665,178081.5853154343,991053.9604683068,5.565168114846997
2024-07-01,USDE,5649750427.908238,51776.0,10551,3668,5649750427.208873,109119.0981769328,535470.6120659879,4.907212586484693
2024-08-01,USDE,6819742301.311208,52163.0,10486,4041,6819742299.796606,130739.07366901072,650366.4220209048,4.974537478542819
2024-09-01,USDE,3295682078.5844874,33964.0,8357,2232,3295682077.79336,97034.56830153575,394361.861742789,4.064137848510231
2024-10-01,USDE,5134994481.92614,42269.0,12078,3466,5134994480.408491,121483.69917453668,425152.71418497595,3.4996688193409504
2024-11-01,USDE,9918902420.091137,51617.0,9479,3588,9918902416.88559,192163.48135082607,1046408.1042400186,5.445405633505644
2024-12-01,USDE,10741023515.194908,60722.0,13957,6220,10741023512.979343,176888.50026315576,769579.6743709184,4.350648420147596
2025-01-01,USDE,7994018387.800959,53135.0,11568,4799,7994018385.596733,150447.32070380604,691045.849567856,4.593274550484094
2025-02-01,USDE,11244759508.438677,119156.0,24639,16415,11244759504.631691,94370.06533142847,456380.51497376827,4.8360728925686916
2025-03-01,USDE,12065775534.313868,135860.0,19927,9002,12065775529.010674,88810.36014287261,605498.8475091016,6.81788528127666
2025-04-01,USDE,9839961717.188269,115551.0,14693,6107,9839961715.667297,85156.87199303595,669704.0575231926,7.864357176886953
2025-05-01,USDE,13491966117.231321,119698.0,14371,5187,13491966115.838146,112716.72138079288,938832.7964116151,8.329135063669892
2025-06-01,USDE,39466401600.88244,91223.0,10209,4146,39466401599.50009,432636.52367824,3865844.0200688057,8.935547066314037
2025-07-01,USDE,57410015158.82331,141185.0,13975,6416,57410015156.23514,406629.706811879,4108051.174155514,10.10268336314848
2025-08-01,USDE,58347439729.675575,260766.0,19613,9397,58347439725.5062,223754.0159587761,2974937.0177777787,13.29556926528323
2025-09-01,USDE,69232080469.93877,271803.0,24471,13862,69232080465.31415,254714.1880895875,2829147.9902716996,11.107147235503248
2025-10-01,USDE,52996850968.53052,273511.0,26690,12395,52996850962.83258,193764.97092560292,1985644.4724065387,10.24769576620457
2025-11-01,USDE,22064185928.57814,173517.0,18424,5256,22064185922.263653,127158.641068389,1197578.4807087572,9.417987407729049
2025-12-01,USDE,14207507162.592758,153564.0,16006,6834,14207507157.552382,92518.47540798874,887636.3340367835,9.594152192927652
2026-01-01,USDE,14515423840.897999,204716.0,22879,13521,14515423825.754505,70905.1750999165,634443.1068183924,8.947768696184275
2026-02-01,USDE,11761292591.539753,191982.0,15806,8049,11761292583.637514,61262.475563529464,744103.0362862048,12.146147032772365
2026-03-01,USDE,7918634734.763644,209838.0,14212,5992,7918634725.59041,37736.89572713432,557179.4775375489,14.764846608499859
2026-04-01,USDE,23586639245.904713,243031.0,12164,4748,23586639230.42115,97051.97785640988,1939052.8811167965,19.979529759947386
